Table,Measure,Expression,Description,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Has_Commonly_Used_Measure,DAX_Recommendations,Context,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Overall_Score,Max_Overall_Score,Confidence_Score,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Severity_Priority,Severity_Color_Code,Severity_Hex_Color,Calculation_Type,Complexity_Score,Complexity_Management_Score,Complexity_Recommendations,Complexity_Management_Max_Score
Account,Delta Helps Maximize Solutions Value,"IF(AVERAGE(Account[HelpsMaximizeSolutions])=0,"""",AVERAGE(Account[delta_HelpsMaximizeSolutions]))",,good,No,,No,,No,,No,,"Delta Helps Maximize Solutions Value -> Account + IF(AVERAGE(Account[HelpsMaximizeSolutions])=0,"""",AVERAGE(Account[delta_HelpsMaximizeSolutions]))","The name 'Delta Helps Maximize Solutions Value' is self-explanatory as it indicates it calculates the change (delta) in helping maximize solutions value, which aligns with the context.","The name reflects the calculation, which involves conditional logic and averages of 'delta_HelpsMaximizeSolutions'.",There are no problematic abbreviations in the name.,1.6999999999999997,2.0,0.8499999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,simple_aggregation,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Account,Delta Joint Planning Addresses Needs,"IF(AVERAGE(Account[JointPlanningAddressesNeeds])=0,"""",AVERAGE(Account[delta_JointPlanningAddressesNeeds]))",,warning,No,,No,,No,,No,,"Delta Joint Planning Addresses Needs -> Account + IF(AVERAGE(Account[JointPlanningAddressesNeeds])=0,"""",AVERAGE(Account[delta_JointPlanningAddressesNeeds]))","The name 'Delta Joint Planning Addresses Needs' is self-explanatory as it indicates it calculates the change (delta) in joint planning addressing needs, which aligns with the context.","The name reflects the calculation, which involves conditional logic and averages of 'delta_JointPlanningAddressesNeeds'.",There are no problematic abbreviations in the name.,1.6099999999999999,2.0,0.8049999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00,calculated_measure,0.7,0.21,Formula follows Rule 4 complexity best practices,0.3
Account,Joint Planning Addresses Needs,AVERAGE(Account[JointPlanningAddressesNeeds]),,good,No,,No,,No,,No,,Joint Planning Addresses Needs -> Account + AVERAGE(Account[JointPlanningAddressesNeeds]),"The name 'Joint Planning Addresses Needs' is self-explanatory as it indicates it calculates the value for joint planning addressing needs, which aligns with the context.","The name reflects the calculation, which is the average of the 'JointPlanningAddressesNeeds' field.",There are no problematic abbreviations in the name.,1.6999999999999997,2.0,0.8499999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,simple_aggregation,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Account,Delta Continuous Relationship Building,"IF(AVERAGE(Account[ContinuousRelationshipBuilding])=0,"""",AVERAGE(Account[delta_ContinuousRelationshipBuilding]))",,warning,No,,No,,No,,No,,"Delta Continuous Relationship Building -> Account + IF(AVERAGE(Account[ContinuousRelationshipBuilding])=0,"""",AVERAGE(Account[delta_ContinuousRelationshipBuilding]))","The name 'Delta Continuous Relationship Building' is self-explanatory as it indicates it calculates the change (delta) in continuous relationship building, which aligns with the context.","The name reflects the calculation, which involves conditional logic and averages of 'delta_ContinuousRelationshipBuilding'.",There are no problematic abbreviations in the name.,1.6099999999999999,2.0,0.8049999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00,calculated_measure,0.7,0.21,Formula follows Rule 4 complexity best practices,0.3
Account,Continuous Relationship Building,AVERAGE(Account[ContinuousRelationshipBuilding]),,good,No,,No,,No,,No,,Continuous Relationship Building -> Account + AVERAGE(Account[ContinuousRelationshipBuilding]),"The name 'Continuous Relationship Building' is self-explanatory as it indicates it calculates the value for continuous relationship building, which aligns with the context.","The name reflects the calculation, which is the average of the 'ContinuousRelationshipBuilding' field.",There are no problematic abbreviations in the name.,1.6999999999999997,2.0,0.8499999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,simple_aggregation,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Account,% of Accounts with sep,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[issep]=""yes""))

RETURN DIVIDE(num,den)",,issue,No,,No,,Yes,tpid count,No,,"% of Accounts with sep -> Account + var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[issep]=""yes""))

RETURN DIVIDE(num,den) | REFERENCES: TPID Count -> Account + COUNT( Account[TPID] )","The name '% of Accounts with sep' is self-explanatory in the context of the measure, as it clearly indicates it calculates the percentage of accounts with a specific condition ('sep').","The name accurately reflects the calculation, which divides the count of accounts with 'issep' = 'yes' by the total count of accounts.","The abbreviation 'sep' is unclear and not standard, making the name cryptic.",1.2999999999999998,2.0,0.6499999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.0,0.4,2,ORANGE,#FFA500,ratio_percentage,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Account,% of Accounts with ACSP,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isacsp]=""yes""))

RETURN DIVIDE(num,den)",,issue,No,,No,,Yes,tpid count,No,,"% of Accounts with ACSP -> Account + var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isacsp]=""yes""))

RETURN DIVIDE(num,den) | REFERENCES: TPID Count -> Account + COUNT( Account[TPID] )","The name '% of Accounts with ACSP' is self-explanatory in the context of the measure, as it indicates it calculates the percentage of accounts with a specific condition ('ACSP').","The name reflects the calculation, which divides the count of accounts with 'isacsp' = 'yes' by the total count of accounts.","The abbreviation 'ACSP' is unclear and not standard, making the name cryptic.",1.2999999999999998,2.0,0.6499999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.0,0.4,2,ORANGE,#FFA500,ratio_percentage,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Account,% of Accounts with APT,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isapt]=""yes""))

RETURN DIVIDE(num,den)",,issue,No,,No,,Yes,tpid count,No,,"% of Accounts with APT -> Account + var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isapt]=""yes""))

RETURN DIVIDE(num,den) | REFERENCES: TPID Count -> Account + COUNT( Account[TPID] )","The name '% of Accounts with APT' is self-explanatory in the context of the measure, as it indicates it calculates the percentage of accounts with a specific condition ('APT').","The name reflects the calculation, which divides the count of accounts with 'isapt' = 'yes' by the total count of accounts.","The abbreviation 'APT' is unclear and not standard, making the name cryptic.",1.2999999999999998,2.0,0.6499999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.0,0.4,2,ORANGE,#FFA500,ratio_percentage,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Account,% of Accounts with CSAA,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[iscsaa]=""yes""))

RETURN DIVIDE(num,den)",,issue,No,,No,,Yes,tpid count,No,,"% of Accounts with CSAA -> Account + var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[iscsaa]=""yes""))

RETURN DIVIDE(num,den) | REFERENCES: TPID Count -> Account + COUNT( Account[TPID] )","The name '% of Accounts with CSAA' is self-explanatory in the context of the measure, as it indicates it calculates the percentage of accounts with a specific condition ('CSAA').","The name reflects the calculation, which divides the count of accounts with 'iscsaa' = 'yes' by the total count of accounts.","The abbreviation 'CSAA' is unclear and not standard, making the name cryptic.",1.2999999999999998,2.0,0.6499999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.0,0.4,2,ORANGE,#FFA500,ratio_percentage,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Calendar,Last Refresh Icon,"""🕘""",,good,No,,No,,No,,No,,"Last Refresh Icon -> Calendar + ""🕘""","The name 'Last Refresh Icon' is self-explanatory, as it clearly indicates it represents an icon for the last refresh.","The name reflects the calculation, which returns a static clock emoji ('🕘') to represent the last refresh.",There are no problematic abbreviations in the name.,1.4899999999999998,2.0,0.7449999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,undocumented,0.3,0.09,Rule 4: CRITICAL - Restructure DAX with proper formatting; Rule 4: Add clear business documentation for this calculation pattern,0.3
Calendar,Information Icon,"""i""",,good,No,,No,,No,,No,,"Information Icon -> Calendar + ""i""","The name 'Information Icon' is self-explanatory, as it clearly indicates it represents an icon for information.","The name reflects the calculation, which returns a static 'i' character to represent information.",There are no problematic abbreviations in the name.,1.4899999999999998,2.0,0.7449999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,undocumented,0.3,0.09,Rule 4: CRITICAL - Restructure DAX with proper formatting; Rule 4: Add clear business documentation for this calculation pattern,0.3
Calendar,Filters Applied Icon,"""🗸""",,good,No,,No,,No,,No,,"Filters Applied Icon -> Calendar + ""🗸""","The name 'Filters Applied Icon' is self-explanatory, as it clearly indicates it represents an icon for filters applied.","The name reflects the calculation, which returns a static filter emoji ('🗸') to represent filters applied.",There are no problematic abbreviations in the name.,1.4899999999999998,2.0,0.7449999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,undocumented,0.3,0.09,Rule 4: CRITICAL - Restructure DAX with proper formatting; Rule 4: Add clear business documentation for this calculation pattern,0.3
Account Planning,# of Priorities w/ Pipeline,"CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))",,good,No,,No,,Yes,# of priorities,Yes,,"# of Priorities w/ Pipeline -> Account Planning + CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties"")) | REFERENCES: # of Priorities -> Account Planning + SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ","The name '# of Priorities w/ Pipeline' is self-explanatory, as it indicates it calculates the count of priorities with a pipeline.","The name reflects the calculation, which counts priorities attached to opportunities with a specific parenting level.",There are no problematic abbreviations in the name.,1.94,2.0,0.97,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,calculated_measure,0.7999999999999999,0.23999999999999996,Formula follows Rule 4 complexity best practices,0.3
Account Planning,% of Priorities w/ Pipeline,"CALCULATE(DIVIDE([# of Priorities w/ Pipeline],[# of Priorities]),KEEPFILTERS(Opportunity[ParentingLevel Oppties]=""TopParentOppties""))",,warning,No,,No,,Yes,"# of priorities, # of priorities w/ pipeline",No,,"% of Priorities w/ Pipeline -> Account Planning + CALCULATE(DIVIDE([# of Priorities w/ Pipeline],[# of Priorities]),KEEPFILTERS(Opportunity[ParentingLevel Oppties]=""TopParentOppties"")) | REFERENCES: # of Priorities -> Account Planning + SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 , # of Priorities w/ Pipeline -> Account Planning + CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))","The name '% of Priorities w/ Pipeline' is self-explanatory, as it indicates it calculates the percentage of priorities with a pipeline.","The name reflects the calculation, which divides the count of priorities with a pipeline by the total count of priorities.",There are no problematic abbreviations in the name.,1.67,2.0,0.835,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00,ratio_percentage,0.9,0.27,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n)",0.3
Account Planning,# of Account Plans,"CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",,good,No,,No,,No,,Yes,,"# of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")","The name '# of Account Plans' is self-explanatory, as it indicates it calculates the count of account plans.","The name reflects the calculation, which counts account plans attached to accounts.",There are no problematic abbreviations in the name.,1.79,2.0,0.895,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,undocumented,0.3,0.09,Rule 4: CRITICAL - Restructure DAX with proper formatting; Rule 4: Add clear business documentation for this calculation pattern,0.3
Account Planning,# of Priorities,"SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ",,good,No,,No,,No,,Yes,,"# of Priorities -> Account Planning + SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ","The name '# of Priorities' is self-explanatory, as it indicates it calculates the count of priorities.","The name reflects the calculation, which counts the number of priorities based on their IDs.",There are no problematic abbreviations in the name.,1.79,2.0,0.895,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,undocumented,0.3,0.09,Rule 4: CRITICAL - Restructure DAX with proper formatting; Rule 4: Add clear business documentation for this calculation pattern,0.3
Account Planning,% Accounts w/ Active Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Active Plan"" )
    )
RETURN
    DIVIDE( Numerator, [# of Account Plans] )",,good,No,,No,,Yes,# of account plans,No,,"% Accounts w/ Active Plan -> Account Planning + VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Active Plan"" )
    )
RETURN
    DIVIDE( Numerator, [# of Account Plans] ) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")","The name '% Accounts w/ Active Plan' is self-explanatory, as it indicates it calculates the percentage of accounts with an active plan.","The name reflects the calculation, which divides the count of accounts with an active plan by the total count of account plans.",There are no problematic abbreviations in the name.,1.6999999999999997,2.0,0.8499999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,ratio_percentage,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Account Planning,% Accounts w/ No Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""No Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans] )",,warning,No,,No,,Yes,# of account plans,No,,"% Accounts w/ No Plan -> Account Planning + VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""No Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans] ) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")","The name '% Accounts w/ No Plan' is self-explanatory, as it indicates it calculates the percentage of accounts with no plan.","The name reflects the calculation, which divides the count of accounts with no plan by the total count of account plans.",There are no problematic abbreviations in the name.,1.52,2.0,0.76,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00,undocumented,0.4,0.12,Rule 4: CRITICAL - Restructure DAX with proper formatting; Rule 4: Add clear business documentation for this calculation pattern,0.3
Account Planning,% Accounts w/ Inactive Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",,warning,No,,No,,Yes,# of account plans,No,,"% Accounts w/ Inactive Plan -> Account Planning + VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" ) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")","The name '% Accounts w/ Inactive Plan' is self-explanatory, as it indicates it calculates the percentage of accounts with an inactive plan.","The name reflects the calculation, which divides the count of accounts with an inactive plan by the total count of account plans.",There are no problematic abbreviations in the name.,1.52,2.0,0.76,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00,undocumented,0.4,0.12,Rule 4: CRITICAL - Restructure DAX with proper formatting; Rule 4: Add clear business documentation for this calculation pattern,0.3
Account Planning,% Accounts w/ Plan Close to Inactive,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Plan Close to Inactive"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",,warning,No,,No,,Yes,# of account plans,No,,"% Accounts w/ Plan Close to Inactive -> Account Planning + VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Plan Close to Inactive"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" ) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")","The name '% Accounts w/ Plan Close to Inactive' is self-explanatory, as it indicates it calculates the percentage of accounts with a plan close to becoming inactive.","The name reflects the calculation, which divides the count of accounts with a plan close to inactive by the total count of account plans.",There are no problematic abbreviations in the name.,1.52,2.0,0.76,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00,undocumented,0.4,0.12,Rule 4: CRITICAL - Restructure DAX with proper formatting; Rule 4: Add clear business documentation for this calculation pattern,0.3
