Table,Measure,Expression,Description,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Has_Commonly_Used_Measure,DAX_Recommendations,Context,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Overall_Score,Max_Overall_Score,Confidence_Score,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
Security Measures,CurrentUserFirstName,"LOOKUPVALUE(DimSecurity_AllAliases[FirstName],DimSecurity_AllAliases[Email],USERPRINCIPALNAME())",,good,No,,No,,No,,Yes,,"CurrentUserFirstName -> Security Measures + LOOKUPVALUE(DimSecurity_AllAliases[FirstName],DimSecurity_AllAliases[Email],USERPRINCIPALNAME())","The name 'CurrentUserFirstName' is self-explanatory as it indicates the measure retrieves the first name of the current user, which aligns with the context showing lookup of the first name based on USERPRINCIPALNAME.",The name 'CurrentUserFirstName' accurately reflects the calculation of retrieving the first name of the current user.,There are no problematic abbreviations in the name 'CurrentUserFirstName'.,1.6999999999999997,1.6999999999999997,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00
Security Measures,Main Greeting,"""Welcome, "" & [CurrentUserFirstName] & "". Here are your Funding Insights for "" & TODAY()",,warning,No,,No,,Yes,currentuserfirstname,No,,"Main Greeting -> Security Measures + ""Welcome, "" & [CurrentUserFirstName] & "". Here are your Funding Insights for "" & TODAY() | REFERENCES: CurrentUserFirstName -> Security Measures + LOOKUPVALUE(DimSecurity_AllAliases[FirstName],DimSecurity_AllAliases[Email],USERPRINCIPALNAME())","The name 'Main Greeting' is self-explanatory as it indicates the measure generates a greeting message, which aligns with the context showing concatenation of a welcome message with the user's first name and today's date.",The name 'Main Greeting' accurately reflects the calculation of generating a greeting message for the user.,There are no problematic abbreviations in the name 'Main Greeting'.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Security Measures,Approved_ElevatedAccess,"
// For Security Model. Don't edit
IF ( 
    SUMX ( 'DimSecurityOverride' , 
            SEARCH ( [CurrentUserAliasQuotaCheck], 'DimSecurityOverride'[ElevatedaccessTO] ,, 0 )
         ) ,
    1 ,
    0
)",,warning,No,,No,,Yes,currentuseraliasquotacheck,No,,"Approved_ElevatedAccess -> Security Measures + 
// For Security Model. Don't edit
IF ( 
    SUMX ( 'DimSecurityOverride' , 
            SEARCH ( [CurrentUserAliasQuotaCheck], 'DimSecurityOverride'[ElevatedaccessTO] ,, 0 )
         ) ,
    1 ,
    0
) | REFERENCES: CurrentUserAliasQuotaCheck -> Security Measures + LEFT(USERPRINCIPALNAME(), SEARCH(""@"",USERPRINCIPALNAME()))","The name 'Approved_ElevatedAccess' is self-explanatory as it indicates the measure checks if the user has elevated access approval, which aligns with the context showing logic for elevated access based on quota checks.",The name 'Approved_ElevatedAccess' accurately reflects the calculation of checking elevated access approval.,There are no problematic abbreviations in the name 'Approved_ElevatedAccess'.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Security Measures,Approved_ManagerAccess,"
// FOR SECURITY MODEL. DO NOT EDIT
IF ( 
    SUMX ( 'DimSecurityOverride',
        SEARCH ( [CurrentUserAliasQuotaCheck] , 'DimSecurityOverride'[Manager] , , 0 )
    ) ,
    1 ,
    0
)",,warning,No,,No,,Yes,currentuseraliasquotacheck,No,,"Approved_ManagerAccess -> Security Measures + 
// FOR SECURITY MODEL. DO NOT EDIT
IF ( 
    SUMX ( 'DimSecurityOverride',
        SEARCH ( [CurrentUserAliasQuotaCheck] , 'DimSecurityOverride'[Manager] , , 0 )
    ) ,
    1 ,
    0
) | REFERENCES: CurrentUserAliasQuotaCheck -> Security Measures + LEFT(USERPRINCIPALNAME(), SEARCH(""@"",USERPRINCIPALNAME()))","The name 'Approved_ManagerAccess' is self-explanatory as it indicates the measure checks if the user has manager access approval, which aligns with the context showing logic for manager access based on quota checks.",The name 'Approved_ManagerAccess' accurately reflects the calculation of checking manager access approval.,There are no problematic abbreviations in the name 'Approved_ManagerAccess'.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Security Measures,Approved_UserAccess,"
// FOR SECURITY MODEL. DO NOT EDIT
IF ( 
    SUMX ( 'DimSecurityOverride',
        SEARCH ( [CurrentUserAliasQuotaCheck] , 'DimSecurityOverride'[USER_Name] ,, 0 )
    ) ,
    1 ,
    0
)",,warning,No,,No,,Yes,currentuseraliasquotacheck,No,,"Approved_UserAccess -> Security Measures + 
// FOR SECURITY MODEL. DO NOT EDIT
IF ( 
    SUMX ( 'DimSecurityOverride',
        SEARCH ( [CurrentUserAliasQuotaCheck] , 'DimSecurityOverride'[USER_Name] ,, 0 )
    ) ,
    1 ,
    0
) | REFERENCES: CurrentUserAliasQuotaCheck -> Security Measures + LEFT(USERPRINCIPALNAME(), SEARCH(""@"",USERPRINCIPALNAME()))","The name 'Approved_UserAccess' is self-explanatory as it indicates the measure checks if the user has general user access approval, which aligns with the context showing logic for user access based on quota checks.",The name 'Approved_UserAccess' accurately reflects the calculation of checking user access approval.,There are no problematic abbreviations in the name 'Approved_UserAccess'.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Utility Measures,Select Top Filters,"IFERROR(IF(ISFILTERED('DimDate'[FiscalQuarter]),""SELECTED QUARTER:""&"" ""&VALUES('DimDate'[FiscalQuarter]),""-""),""SELECTED QUARTER:""&"" ""&""MULTIPLE"")",,warning,No,,No,,No,,No,,"Select Top Filters -> Utility Measures + IFERROR(IF(ISFILTERED('DimDate'[FiscalQuarter]),""SELECTED QUARTER:""&"" ""&VALUES('DimDate'[FiscalQuarter]),""-""),""SELECTED QUARTER:""&"" ""&""MULTIPLE"")","The name 'Select Top Filters' is self-explanatory as it clearly indicates the measure is related to selecting top filters, which aligns with the context provided.","The name reflects the calculation as the context shows it determines the selected fiscal quarter or multiple quarters, which aligns with the name.",There are no problematic abbreviations in the measure name; it is clear and descriptive.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Utility Measures,Refresh Date Icon,"""🕘""",,issue,Yes,"Refresh Date Icon, Icon",No,,No,,No,"DUPLICATE EXPRESSION: This measure has identical expression to: Refresh Date Icon, Icon","Refresh Date Icon -> Utility Measures + ""🕘""","The name 'Refresh Date Icon' is self-explanatory as it indicates the measure returns a visual icon related to refresh date, which aligns with the context.","The name reflects the calculation as the context shows it returns a static clock emoji, which is consistent with the name.",There are no problematic abbreviations in the measure name; it is clear and descriptive.,1.2000000000000002,1.6999999999999997,0.7058823529411767,0.2,0.2,0.0,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2,ORANGE,#FFA500
Utility Measures,Dot for Hover,""".""",,warning,No,,No,,No,,No,,"Dot for Hover -> Utility Measures + "".""","The name 'Dot for Hover' is self-explanatory as it indicates the measure provides a dot for hover functionality, which aligns with the context.","The name reflects the calculation as the context shows it returns a static dot, which matches the name.",There are no problematic abbreviations in the measure name; it is clear and descriptive.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Utility Measures,Coming Soon,"""Coming Soon""",,warning,No,,No,,No,,No,,"Coming Soon -> Utility Measures + ""Coming Soon""","The name 'Coming Soon' is self-explanatory as it indicates the measure provides a static string 'Coming Soon', which aligns with the context.","The name reflects the calculation as the context shows it returns the static string 'Coming Soon', which matches the name.",There are no problematic abbreviations in the measure name; it is clear and descriptive.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Utility Measures,Rollover Status,"""FY25 Rollover Status (Hover)""",,warning,No,,No,,No,,No,,"Rollover Status -> Utility Measures + ""FY25 Rollover Status (Hover)""","The name 'Rollover Status' is self-explanatory as it indicates the measure provides information about the rollover status, which aligns with the context.","The name reflects the calculation as the context shows it returns a static string related to FY25 rollover status, which matches the name.",There are no problematic abbreviations in the measure name; it is clear and descriptive.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Utility Measures,Date Grain Link,"VAR IsCommercial = MAX(DimCustomer[IsCommercial])
VAR DG_Enterprise = ""https://msxi.microsoft.com/User/Home/report/a017f9cf-d2ed-48c6-81f3-e914928849d2/3109?reportTab=ReportSection""
VAR DG_SMC = ""https://msxi.microsoft.com/User/Home/report/b09b6889-99d4-4714-8709-1a1b57b906ba/3109?reportTab=ReportSection""
RETURN
IF(IsCommercial=1,DG_Enterprise,DG_SMC)",,warning,No,,No,,No,,No,,"Date Grain Link -> Utility Measures + VAR IsCommercial = MAX(DimCustomer[IsCommercial])
VAR DG_Enterprise = ""https://msxi.microsoft.com/User/Home/report/a017f9cf-d2ed-48c6-81f3-e914928849d2/3109?reportTab=ReportSection""
VAR DG_SMC = ""https://msxi.microsoft.com/User/Home/report/b09b6889-99d4-4714-8709-1a1b57b906ba/3109?reportTab=ReportSection""
RETURN
IF(IsCommercial=1,DG_Enterprise,DG_SMC)","The name 'Date Grain Link' is self-explanatory as it indicates the measure provides links based on date grain, which aligns with the context.","The name reflects the calculation as the context shows it returns links based on the 'IsCommercial' value, which matches the name.",There are no problematic abbreviations in the measure name; it is clear and descriptive.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Sample Images,Save button,"""💾""",,warning,No,,No,,No,,No,,"Save button -> Sample Images + ""💾""","The name 'Save button' is self-explanatory as it indicates the measure provides a save button icon, which aligns with the context.","The name reflects the calculation as the context shows it returns a static save icon, which matches the name.",There are no problematic abbreviations in the measure name; it is clear and descriptive.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Sample Images,Attachment Image,"""📎""",,warning,No,,No,,No,,No,,"Attachment Image -> Sample Images + ""📎""","The name 'Attachment Image' is self-explanatory as it indicates the measure provides an attachment image icon, which aligns with the context.","The name reflects the calculation as the context shows it returns a static attachment icon, which matches the name.",There are no problematic abbreviations in the measure name; it is clear and descriptive.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Sample Images,EmailIcon,"""📧""",,warning,No,,No,,No,,No,,"EmailIcon -> Sample Images + ""📧""","The name 'EmailIcon' is self-explanatory as it indicates the measure provides an email icon, which aligns with the context.","The name reflects the calculation as the context shows it returns a static email icon, which matches the name.",There are no problematic abbreviations in the measure name; it is clear and descriptive.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
M_ACR,$ ACR,"VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",,issue,No,,No,,No,,Yes,,"$ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",The name '$ ACR' is not self-explanatory as it does not provide sufficient context about what 'ACR' represents without examining the context.,"The name reflects the calculation as the context shows it calculates Azure Consumed Revenue (ACR), which aligns with the name.",The abbreviation 'ACR' is problematic as it is not universally understood without additional context.,1.1,1.6999999999999997,0.6470588235294119,0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.2,0.4,0.4,0.0,0.4,2,ORANGE,#FFA500
M_ACR,$ Organic ACR,"CALCULATE(M_ACR[$ ACR],'Distinct AdjustmentFlag'[AdjustmentFlag]=""N/A"")",,critical,No,,Yes,$ acr,Yes,$ acr,Yes,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ Organic ACR -> M_ACR + CALCULATE(M_ACR[$ ACR],'Distinct AdjustmentFlag'[AdjustmentFlag]=""N/A"") | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",The name '$ Organic ACR' is not self-explanatory as it does not provide sufficient context about what 'Organic ACR' represents without examining the context.,"The name reflects the calculation as the context shows it calculates Azure Consumed Revenue (ACR) filtered by 'AdjustmentFlag' being 'N/A', which aligns with the name.",The abbreviation 'ACR' is problematic as it is not universally understood without additional context.,0.9,1.6999999999999997,0.5294117647058825,0.0,0.2,0.2,0.2,0.3,0.3,0.0,0.2,0.4,0.4,0.0,0.4,1,RED,#FF0000
M_ACR,$ ACR Adjustments for Comp,"CALCULATE(M_ACR[$ ACR],'Distinct AdjustmentFlag'[AdjustmentFlag]<>""N/A"")",,critical,No,,Yes,$ acr,Yes,$ acr,No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ ACR Adjustments for Comp -> M_ACR + CALCULATE(M_ACR[$ ACR],'Distinct AdjustmentFlag'[AdjustmentFlag]<>""N/A"") | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",The name '$ ACR Adjustments for Comp' is not self-explanatory as it does not provide sufficient context about what 'ACR Adjustments for Comp' represents without examining the context.,"The name reflects the calculation as the context shows it calculates Azure Consumed Revenue (ACR) filtered by 'AdjustmentFlag' not being 'N/A', which aligns with the name.",The abbreviation 'ACR' is problematic as it is not universally understood without additional context.,0.6000000000000001,1.6999999999999997,0.35294117647058837,0.0,0.2,0.2,0.2,0.0,0.3,0.0,0.2,0.4,0.4,0.0,0.4,1,RED,#FF0000
M_ACR,$ ACR All Except Date,"CALCULATE(M_ACR[$ ACR], ALLEXCEPT(DimDate,DimDate[FiscalMonth]))",,critical,No,,Yes,$ acr,Yes,$ acr,No,"Please use unqualified measures references i.e., [Measure Name] instead of Fully Qualified reference i.e., Table[MeasureName] or 'Table'[MeasureName]. Referenced measures: $ acr","$ ACR All Except Date -> M_ACR + CALCULATE(M_ACR[$ ACR], ALLEXCEPT(DimDate,DimDate[FiscalMonth])) | REFERENCES: $ ACR -> M_ACR + VAR CY = SUM(ACR_CY[AzureConsumedRevenue])
VAR PY = SUM(ACR_PY[AzureConsumedRevenue])
VAR A = CY + PY
VAR S = IF(ISFILTERED(DimCustomer[TPAccountName]),BLANK(),SUM(ACR_Summarized[AzureConsumedRevenue]))
VAR SelectedView = SELECTEDVALUE(DimViewType[ViewType])
RETURN
SWITCH(SelectedView,""Non-Curated"",S,A)",The name '$ ACR All Except Date' is not self-explanatory as it does not provide sufficient context about what 'ACR All Except Date' represents without examining the context.,"The name reflects the calculation as the context shows it calculates Azure Consumed Revenue (ACR) with ALLEXCEPT applied to DimDate[FiscalMonth], which aligns with the name.",The abbreviation 'ACR' is problematic as it is not universally understood without additional context.,0.6000000000000001,1.6999999999999997,0.35294117647058837,0.0,0.2,0.2,0.2,0.0,0.3,0.0,0.2,0.4,0.4,0.0,0.4,1,RED,#FF0000
