Table,Measure,Expression,Description,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Has_Commonly_Used_Measure,DAX_Recommendations,Context,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Overall_Score,Max_Overall_Score,Confidence_Score,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Severity_Priority,Severity_Color_Code,Severity_Hex_Color
Account,% of Accounts with CSAA,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[iscsaa]=""yes""))

RETURN DIVIDE(num,den)",,critical,No,,No,,Yes,tpid count,No,,"% of Accounts with CSAA -> Account + var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[iscsaa]=""yes""))

RETURN DIVIDE(num,den) | REFERENCES: TPID Count -> Account + COUNT( Account[TPID] )","The name '% of Accounts with CSAA' is self-explanatory within the context, as it indicates the measure calculates the percentage of accounts with the 'CSAA' attribute.","The name accurately reflects the calculation in the context, which divides the count of accounts with 'iscsaa' = 'yes' by the total count of accounts.",The abbreviation 'CSAA' is cryptic and does not clearly convey its meaning.,1.0,1.6999999999999997,0.5882352941176472,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1,RED,#FF0000
Calendar,Last Refresh Icon,"""🕘""",,warning,No,,No,,No,,No,,"Last Refresh Icon -> Calendar + ""🕘""",The name 'Last Refresh Icon' is self-explanatory as it clearly indicates it represents an icon for the last refresh.,"The name reflects the calculation, which returns a clock emoji ('🕘') to represent the last refresh.",There are no problematic abbreviations in the measure name.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Calendar,Information Icon,"""i""",,warning,No,,No,,No,,No,,"Information Icon -> Calendar + ""i""",The name 'Information Icon' is self-explanatory as it clearly indicates it represents an icon for information.,"The name reflects the calculation, which returns the letter 'i' to represent information.",There are no problematic abbreviations in the measure name.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Calendar,Filters Applied Icon,"""🗸""",,warning,No,,No,,No,,No,,"Filters Applied Icon -> Calendar + ""🗸""",The name 'Filters Applied Icon' is self-explanatory as it clearly indicates it represents an icon for applied filters.,"The name reflects the calculation, which returns a filter emoji ('🗸') to represent applied filters.",There are no problematic abbreviations in the measure name.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Account Planning,# of Priorities w/ Pipeline,"CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))",,good,No,,No,,Yes,# of priorities,Yes,,"# of Priorities w/ Pipeline -> Account Planning + CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties"")) | REFERENCES: # of Priorities -> Account Planning + SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ",The name '# of Priorities w/ Pipeline' is self-explanatory as it indicates the measure calculates the count of priorities associated with a pipeline.,"The name reflects the calculation, which counts priorities attached to opportunities with a specific parenting level.",There are no problematic abbreviations in the measure name.,1.6999999999999997,1.6999999999999997,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00
Account Planning,% of Priorities w/ Pipeline,"CALCULATE(DIVIDE([# of Priorities w/ Pipeline],[# of Priorities]),KEEPFILTERS(Opportunity[ParentingLevel Oppties]=""TopParentOppties""))",,warning,No,,No,,Yes,"# of priorities, # of priorities w/ pipeline",No,,"% of Priorities w/ Pipeline -> Account Planning + CALCULATE(DIVIDE([# of Priorities w/ Pipeline],[# of Priorities]),KEEPFILTERS(Opportunity[ParentingLevel Oppties]=""TopParentOppties"")) | REFERENCES: # of Priorities -> Account Planning + SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 , # of Priorities w/ Pipeline -> Account Planning + CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))",The name '% of Priorities w/ Pipeline' is self-explanatory as it indicates the measure calculates the percentage of priorities associated with a pipeline.,"The name reflects the calculation, which divides the count of priorities with a pipeline by the total count of priorities.",There are no problematic abbreviations in the measure name.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Account Planning,# of Account Plans,"CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",,good,No,,No,,No,,Yes,,"# of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",The name '# of Account Plans' is self-explanatory as it indicates the measure calculates the count of account plans.,"The name reflects the calculation, which counts the number of account plans attached to accounts.",There are no problematic abbreviations in the measure name.,1.6999999999999997,1.6999999999999997,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00
Account Planning,# of Priorities,"SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ",,good,No,,No,,No,,Yes,,"# of Priorities -> Account Planning + SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ",The name '# of Priorities' is self-explanatory as it indicates the measure calculates the count of priorities.,"The name reflects the calculation, which counts the number of account plan priorities.",There are no problematic abbreviations in the measure name.,1.6999999999999997,1.6999999999999997,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00
Account Planning,% Accounts w/ Active Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Active Plan"" )
    )
RETURN
    DIVIDE( Numerator, [# of Account Plans] )",,warning,No,,No,,Yes,# of account plans,No,,"% Accounts w/ Active Plan -> Account Planning + VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Active Plan"" )
    )
RETURN
    DIVIDE( Numerator, [# of Account Plans] ) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",The name '% Accounts w/ Active Plan' is self-explanatory as it indicates the measure calculates the percentage of accounts with an active plan.,"The name reflects the calculation, which divides the count of accounts with an active plan by the total count of account plans.",There are no problematic abbreviations in the measure name.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Account Planning,% Accounts w/ No Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""No Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans] )",,warning,No,,No,,Yes,# of account plans,No,,"% Accounts w/ No Plan -> Account Planning + VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""No Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans] ) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",The name '% Accounts w/ No Plan' is self-explanatory as it indicates the measure calculates the percentage of accounts with no plan.,"The name reflects the calculation, which divides the count of accounts with no plan by the total count of account plans.",There are no problematic abbreviations in the measure name.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Account Planning,% Accounts w/ Inactive Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",,warning,No,,No,,Yes,# of account plans,No,,"% Accounts w/ Inactive Plan -> Account Planning + VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" ) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",The name '% Accounts w/ Inactive Plan' is self-explanatory as it indicates the measure calculates the percentage of accounts with an inactive plan.,"The name reflects the calculation, which divides the count of accounts with an inactive plan by the total count of account plans.",There are no problematic abbreviations in the measure name.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Account Planning,% Accounts w/ Plan Close to Inactive,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Plan Close to Inactive"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",,warning,No,,No,,Yes,# of account plans,No,,"% Accounts w/ Plan Close to Inactive -> Account Planning + VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Plan Close to Inactive"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" ) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",The name '% Accounts w/ Plan Close to Inactive' is self-explanatory as it indicates the measure calculates the percentage of accounts with a plan close to becoming inactive.,"The name reflects the calculation, which divides the count of accounts with a plan close to inactive by the total count of account plans.",There are no problematic abbreviations in the measure name.,1.4,1.6999999999999997,0.823529411764706,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00
Account Planning,# Plans with Opportunities,"CALCULATE (
    [# of Account Plans],
    FILTER (
        VALUES ( 'Account'[AccountPlanID] ),
        [# of Priorities w/ Pipeline] > 0
    )
)",,good,No,,No,,Yes,"# of account plans, # of priorities w/ pipeline",Yes,,"# Plans with Opportunities -> Account Planning + CALCULATE (
    [# of Account Plans],
    FILTER (
        VALUES ( 'Account'[AccountPlanID] ),
        [# of Priorities w/ Pipeline] > 0
    )
) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes""), # of Priorities w/ Pipeline -> Account Planning + CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))",The name '# Plans with Opportunities' is self-explanatory as it clearly indicates that the measure calculates the number of plans associated with opportunities.,The name reflects the calculation as the context shows it calculates the number of account plans where there are priorities with a pipeline.,There are no problematic abbreviations in the measure name. The use of '#' for 'number of' is a standard and widely understood abbreviation.,1.6999999999999997,1.6999999999999997,1.0,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00
Account Planning,% Accounts w/ Plan w/ Oppty,"DIVIDE ( [# Plans with Opportunities], [# of Account Plans],"""" )",,critical,No,,No,,Yes,"# of account plans, # plans with opportunities",No,,"% Accounts w/ Plan w/ Oppty -> Account Planning + DIVIDE ( [# Plans with Opportunities], [# of Account Plans],"""" ) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes""), # Plans with Opportunities -> Account Planning + CALCULATE (
    [# of Account Plans],
    FILTER (
        VALUES ( 'Account'[AccountPlanID] ),
        [# of Priorities w/ Pipeline] > 0
    )
)",The name '% Accounts w/ Plan w/ Oppty' is self-explanatory as it indicates the percentage of accounts with plans that have opportunities.,The name reflects the calculation as the context shows it divides the number of plans with opportunities by the total number of account plans.,The abbreviation 'Oppty' for 'Opportunity' is not standard and could be unclear to some users.,1.0,1.6999999999999997,0.5882352941176472,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1,RED,#FF0000
