Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,AI Analyzed,Have Same Measure Definition,Is Standard Measure,Self Explanatory Calculation Logic,Complexity Level,Meets Naming Convention Standards,Has Descriptions,Proper DAX References,Duplicate Measure Definition Score,Duplicate Measure Definition Max Score,Standard Library Measures Score,Standard Library Measures Max Score,Business Documentation Quality Score,Business Documentation Quality Max Score,Complexity Classification Score,Complexity Classification Max Score,Definition Based Naming Score,Definition Based Naming Max Score,Business Focused Naming Score,Business Focused Naming Max Score,DAX Reference Standards Score,DAX Reference Standards Max Score,Overall Score,Calculation Logic Score,Naming Score,Business Purpose,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Account,Not Analyzed,Delta Helps Maximize Solutions Value,"IF(AVERAGE(Account[HelpsMaximizeSolutions])=0,"""",AVERAGE(Account[delta_HelpsMaximizeSolutions]))",Simple Aggregation,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,Delta Joint Planning Addresses Needs,"IF(AVERAGE(Account[JointPlanningAddressesNeeds])=0,"""",AVERAGE(Account[delta_JointPlanningAddressesNeeds]))",Calculated Measure,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,Joint Planning Addresses Needs,AVERAGE(Account[JointPlanningAddressesNeeds]),Simple Aggregation,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,Delta Continuous Relationship Building,"IF(AVERAGE(Account[ContinuousRelationshipBuilding])=0,"""",AVERAGE(Account[delta_ContinuousRelationshipBuilding]))",Calculated Measure,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,Continuous Relationship Building,AVERAGE(Account[ContinuousRelationshipBuilding]),Simple Aggregation,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,% of Accounts with sep,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[issep]=""yes""))

RETURN DIVIDE(num,den)",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,% of Accounts with ACSP,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isacsp]=""yes""))

RETURN DIVIDE(num,den)",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,% of Accounts with APT,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isapt]=""yes""))

RETURN DIVIDE(num,den)",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,% of Accounts with CSAA,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[iscsaa]=""yes""))

RETURN DIVIDE(num,den)",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Calendar,Not Analyzed,Last Refresh Icon,"""🕘""",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Calendar,Not Analyzed,Information Icon,"""i""",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Calendar,Not Analyzed,Filters Applied Icon,"""🗸""",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,# of Priorities w/ Pipeline,"CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))",Calculated Measure,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,% of Priorities w/ Pipeline,"CALCULATE(DIVIDE([# of Priorities w/ Pipeline],[# of Priorities]),KEEPFILTERS(Opportunity[ParentingLevel Oppties]=""TopParentOppties""))",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Warning,# of Account Plans,"CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",Simple Aggregation,Yes,No - The formula is unique and calculates the count of account plans attached with a specific condition.,No - This measure is specific to the business context and not a standard enterprise measure like Total Sales or Gross Margin.,No - The calculation logic is not immediately clear without a description or explanation of the business context.,"Medium - The measure uses nested functions and conditional logic, which adds moderate complexity.",Yes - The name clearly reflects the calculation purpose and avoids abbreviations.,"No - No description is provided, which makes it harder for users to understand the measure's purpose.",Yes - The formula uses fully qualified column references and adheres to DAX standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Counts the number of account plans attached under specific conditions.,Provide a description explaining the business context and purpose of the measure. Consider simplifying the logic if possible.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Issue,# of Priorities,"SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ",Simple Aggregation,Yes,No - The formula is unique and calculates the count of priorities based on a specific column.,No - This measure is specific to the business context and not a standard enterprise measure.,No - The calculation logic is not immediately clear without a description or explanation of the business context.,Low - The measure uses a simple aggregation with minimal complexity.,Yes - The name clearly reflects the calculation purpose and avoids abbreviations.,"No - No description is provided, which makes it harder for users to understand the measure's purpose.",Yes - The formula uses fully qualified column references and adheres to DAX standards.,0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Counts the number of priorities associated with account plans.,Provide a description explaining the business context and purpose of the measure. Consider aligning the measure with enterprise standards if applicable.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Good,% Accounts w/ Active Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Active Plan"" )
    )
RETURN
    DIVIDE( Numerator, [# of Account Plans] )",Ratio Percentage,Yes,No - The formula is unique and calculates a percentage based on active account plans.,Yes - This measure aligns with enterprise standards as it provides a key business metric (percentage of accounts with active plans).,Yes - The calculation logic is clear and uses descriptive variable names to explain the measure's purpose.,"Medium - The measure uses nested functions and a variable, which adds moderate complexity but is appropriate for the business purpose.",Yes - The name clearly reflects the calculation purpose and avoids abbreviations.,"No - No description is provided, which makes it harder for users to understand the measure's purpose.",Yes - The formula uses fully qualified column references and adheres to DAX standards.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of accounts with active plans, providing a key business metric.",Add a description to explain the business context and purpose of the measure. No changes needed to the calculation logic.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Not Analyzed,% Accounts w/ No Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""No Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans] )",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,% Accounts w/ Inactive Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,% Accounts w/ Plan Close to Inactive,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Plan Close to Inactive"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Warning,# Plans with Opportunities,"CALCULATE (
    [# of Account Plans],
    FILTER (
        VALUES ( 'Account'[AccountPlanID] ),
        [# of Priorities w/ Pipeline] > 0
    )
)",Calculated Measure,Yes,No - The measure uses a unique combination of CALCULATE and FILTER to derive the count of account plans with pipeline priorities.,Yes - The measure aligns with enterprise standards as it calculates a commonly required metric for account planning.,No - The calculation logic is moderately complex due to nested functions and lacks a description to clarify its purpose.,"Medium - The measure uses three nested functions, which adds moderate complexity but is appropriate for the business purpose.",Yes - The name clearly reflects the calculation and business purpose without abbreviations.,"No - The measure lacks a description, which reduces its clarity for business users.",Yes - The measure uses fully qualified column references and proper measure referencing.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Counts the number of account plans with pipeline priorities, supporting strategic account planning.",Add a description to explain the business purpose of the measure and simplify the logic if possible to improve user accessibility.,No changes needed; the name is clear and business-focused.
Account Planning,Good,% Accounts w/ Plan w/ Oppty,"DIVIDE ( [# Plans with Opportunities], [# of Account Plans],"""" )",Ratio Percentage,Yes,No - The measure uses a unique DIVIDE function to calculate the percentage of accounts with plans that have opportunities.,Yes - The measure represents a standard business metric for account planning and aligns with enterprise standards.,Yes - The calculation logic is simple and uses a straightforward DIVIDE function.,"Low - The measure uses a single DIVIDE function, making it simple and easy to understand.","Yes - The name is clear, descriptive, and business-focused without abbreviations.","No - The measure lacks a description, which could improve clarity for business users.",Yes - The measure uses proper referencing for measures and columns.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of accounts with plans that have opportunities, supporting strategic account planning.",Add a description to explain the business purpose of the measure.,No changes needed; the name is clear and business-focused.
Account Planning,Good,% Accounts w/ Strategic or Full Plan,"
    DIVIDE ( [# Accounts w/ Strategic or Full Plan], [# of Account Plans],"""")",Ratio Percentage,Yes,No - The measure uses a unique DIVIDE function to calculate the percentage of accounts with strategic or full plans.,Yes - The measure represents a standard business metric for account planning and aligns with enterprise standards.,Yes - The calculation logic is simple and uses a straightforward DIVIDE function.,"Low - The measure uses a single DIVIDE function, making it simple and easy to understand.","Yes - The name is clear, descriptive, and business-focused without abbreviations.","No - The measure lacks a description, which could improve clarity for business users.",Yes - The measure uses proper referencing for measures and columns.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of accounts with strategic or full plans, supporting strategic account planning.",Add a description to explain the business purpose of the measure.,No changes needed; the name is clear and business-focused.
Account Planning,Warning,# Accounts w/ Strategic or Full Plan,"
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Type] IN {""0-Strategic"",""1-Full""} )
    )",Simple Aggregation,Yes,"No - The measure uses a unique filter logic to calculate accounts with specific plan types, which is distinct from other measures.",Yes - The measure aligns with enterprise standards by providing a count of accounts based on strategic business criteria.,"Yes - The calculation logic is straightforward, filtering accounts based on plan types and summing them.","Low - The measure uses simple filtering and aggregation, which is appropriate for its business purpose.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces its clarity for business users.",Yes - The measure uses proper DAX syntax with fully qualified column references and unqualified measure references.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Provides a count of accounts with strategic or full plans, supporting strategic planning and reporting.",Ensure all measures have descriptions to improve business user accessibility and understanding.,Maintain the current naming convention as it aligns well with enterprise standards.
Account Planning,Warning,# Plans Manager Reviewed (last 6 months),"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Manager Reviewed Date] >= (TODAY()-180)))",Time Intelligence,Yes,"No - The measure uses a unique filter logic based on date criteria, distinct from other measures.",Yes - The measure aligns with enterprise standards by providing a count of plans reviewed within a specific timeframe.,"Yes - The calculation logic is clear, filtering plans based on review dates and summing them.","Medium - The measure uses nested functions and date filtering, which adds moderate complexity but is appropriate for its business purpose.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces its clarity for business users.",Yes - The measure uses proper DAX syntax with fully qualified column references and unqualified measure references.,0.200,0.200,0.300,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.850,0.700,1.000,"Provides a count of plans reviewed by managers within the last six months, supporting performance tracking and reporting.",Ensure all measures have descriptions to improve business user accessibility and understanding.,Maintain the current naming convention as it aligns well with enterprise standards.
Account Planning,Good,% Plans Manager Reviewed (last 6 months),"
    DIVIDE([# Plans Manager Reviewed (last 6 months)], [# of Account Plans],"""")",Ratio Percentage,Yes,"No - The measure uses a unique ratio calculation, distinct from other measures.",Yes - The measure aligns with enterprise standards by providing a percentage metric for manager-reviewed plans.,"Yes - The calculation logic is straightforward, dividing reviewed plans by total plans.","Low - The measure uses simple division, which is appropriate for its business purpose.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces its clarity for business users.",Yes - The measure uses proper DAX syntax with unqualified measure references.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Provides the percentage of plans reviewed by managers within the last six months, supporting performance tracking and reporting.",Ensure all measures have descriptions to improve business user accessibility and understanding.,Maintain the current naming convention as it aligns well with enterprise standards.
Account Planning,Warning,# Accounts w/ Stakeholder Map,"CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Has Stakeholder] = ""Yes"" )
    )",Simple Aggregation,Yes,No - The measure has a unique calculation logic using CALCULATE and KEEPFILTERS to filter accounts with stakeholder maps.,"Yes - The measure aligns with enterprise standards as it provides a count of accounts with a specific attribute, which is a common business requirement.","Yes - The calculation logic is straightforward and uses common DAX functions like CALCULATE and KEEPFILTERS, which are easy to understand.","Low - The measure uses only two nested functions and has a simple filtering logic, making it easy to comprehend and maintain.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces its clarity for business users.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Counts the number of accounts with stakeholder maps, supporting stakeholder analysis and account planning.",Ensure all measures have descriptions to improve business user accessibility. Consider adding a description explaining the purpose of the measure and its calculation logic.,No changes needed as the naming convention is clear and adheres to enterprise standards.
Account Planning,Warning,% Accounts w/ Stakeholder Map,"
    DIVIDE( [# Accounts w/ Stakeholder Map], [# of Account Plans],"""")",Ratio Percentage,Yes,No - The measure uses a unique calculation logic with DIVIDE to calculate the percentage of accounts with stakeholder maps.,"Yes - The measure aligns with enterprise standards as it calculates a percentage, which is a common business metric.","Yes - The calculation logic is simple and uses the DIVIDE function, which is easy to understand.",Low - The measure uses a single function and has a straightforward calculation logic.,"Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces its clarity for business users.","Yes - The measure uses unqualified measure references, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of accounts with stakeholder maps, supporting stakeholder analysis and account planning.",Ensure all measures have descriptions to improve business user accessibility. Consider adding a description explaining the purpose of the measure and its calculation logic.,No changes needed as the naming convention is clear and adheres to enterprise standards.
Account Planning,Issue,% of Priorities w/ future Date,"
VAR Numerator = CALCULATE( [# of Active Priorities],
    KEEPFILTERS( 'Account Plan Priority'[Time Frame Date] > today() )
)        
                                                            
RETURN DIVIDE(Numerator,[# of Active Priorities],"""") ",Complex Calculation,Yes,No - The measure has a unique calculation logic using VAR and CALCULATE to filter priorities with future dates.,No - The measure does not align with standard enterprise metrics and appears to be more ad-hoc.,"No - The calculation logic is complex with multiple nested functions, making it harder to understand.","High - The measure uses four nested functions and a variable, which increases its complexity.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces its clarity for business users.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,"Calculates the percentage of priorities with future dates, supporting priority planning and timeline analysis.",Simplify the calculation logic to improve readability and maintainability. Add a description to explain the purpose and calculation logic in business terms.,No changes needed as the naming convention is clear and adheres to enterprise standards.
Account Planning,Not Analyzed,Linked to Objectives,"var Num=CALCULATE([# of Priorities],'Account Planning'[CustomerObjectiveId] <> """",
    'Account'[Plan Type] IN {""0-Strategic"",""1-Full""},
    KEEPFILTERS('Account Plan Priority'[Priority Status] = ""Active"")
)
 Var Den=   CALCULATE([# of Priorities],'Account'[Plan Type] IN {""0-Strategic"",""1-Full""},
        KEEPFILTERS('Account Plan Priority'[Priority Status] = ""Active"")    )
 
RETURN DIVIDE(Num,Den)",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,Modified On,"IF(MAX('Account'[Days Since Modified])=BLANK(),BLANK(),IF(MAX('Account'[Days Since Modified])>30,0,1))",Complex Calculation,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,Last Reviewed,"

SWITCH (

    TRUE,

    MAX ( 'Account'[Manager Reviewed Date] ) = BLANK (), BLANK (),

    MAX ( 'Account'[Manager Reviewed Flag] ) = ""Yes""

        && MAX ( 'Account'[Manager Reviewed Date] )

            > TODAY () - 90, 1,

    0

)",Complex Calculation,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
