Table,Measure,Expression,Description,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Measure_Complexity_Level,Measure_Complexity_Explanation,Calculation_Type,Complexity_Recommendations,Has_Commonly_Used_Measure,Commonly_Used_Explanation,DAX_Recommendations,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Measure_Complexity_Score,Measure_Complexity_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Overall_Score,Max_Overall_Score,Confidence_Score
Account,Delta Helps Maximize Solutions Value,"IF(AVERAGE(Account[HelpsMaximizeSolutions])=0,"""",AVERAGE(Account[delta_HelpsMaximizeSolutions]))",,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Delta Helps Maximize Solutions Value' is self-explanatory as it indicates it calculates the change (delta) in helping to maximize solutions value.,"The name reflects the calculation, which computes the average of the delta_HelpsMaximizeSolutions column if the average of 'HelpsMaximizeSolutions' is not zero.","There are no cryptic abbreviations in the name, and it is clear and descriptive.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account,Delta Joint Planning Addresses Needs,"IF(AVERAGE(Account[JointPlanningAddressesNeeds])=0,"""",AVERAGE(Account[delta_JointPlanningAddressesNeeds]))",,warning,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (106 characters); Single-line format reduces readability,calculated_measure,Consider simplifying business logic or adding better documentation,No,Not referenced by any other measures in the model,,The name 'Delta Joint Planning Addresses Needs' is self-explanatory as it indicates it calculates the change (delta) in joint planning addressing needs.,"The name reflects the calculation, which computes the average of the delta_JointPlanningAddressesNeeds column if the average of 'JointPlanningAddressesNeeds' is not zero.","There are no cryptic abbreviations in the name, and it is clear and descriptive.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999
Account,Joint Planning Addresses Needs,AVERAGE(Account[JointPlanningAddressesNeeds]),,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Joint Planning Addresses Needs' is self-explanatory as it indicates it calculates the value for joint planning addressing needs.,"The name reflects the calculation, which is the average of the 'JointPlanningAddressesNeeds' column in the Account table.","There are no cryptic abbreviations in the name, and it is clear and descriptive.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account,Delta Continuous Relationship Building,"IF(AVERAGE(Account[ContinuousRelationshipBuilding])=0,"""",AVERAGE(Account[delta_ContinuousRelationshipBuilding]))",,warning,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (112 characters); Single-line format reduces readability,calculated_measure,Consider simplifying business logic or adding better documentation,No,Not referenced by any other measures in the model,,The name 'Delta Continuous Relationship Building' is self-explanatory as it indicates it calculates the change (delta) in continuous relationship building.,"The name reflects the calculation, which computes the average of the delta_ContinuousRelationshipBuilding column if the average of 'ContinuousRelationshipBuilding' is not zero.","There are no cryptic abbreviations in the name, and it is clear and descriptive.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999
Account,Continuous Relationship Building,AVERAGE(Account[ContinuousRelationshipBuilding]),,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Continuous Relationship Building' is self-explanatory as it indicates it calculates the value for continuous relationship building.,"The name reflects the calculation, which is the average of the 'ContinuousRelationshipBuilding' column in the Account table.","There are no cryptic abbreviations in the name, and it is clear and descriptive.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account,% of Accounts with sep,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[issep]=""yes""))

RETURN DIVIDE(num,den)",,issue,No,,No,,Yes,tpid count,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (110 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name '% of Accounts with sep' is self-explanatory as it indicates the measure calculates the percentage of accounts with a specific condition ('sep').,The name reflects the calculation as the context shows it calculates the percentage of accounts where 'issep' equals 'yes'.,"The abbreviation 'sep' is unclear and not standard, making the name less understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1.2999999999999998,2.0,0.6499999999999999
Account,% of Accounts with ACSP,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isacsp]=""yes""))

RETURN DIVIDE(num,den)",,good,No,,No,,Yes,tpid count,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (111 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name '% of Accounts with ACSP' is self-explanatory as it indicates the measure calculates the percentage of accounts with a specific condition ('ACSP').,The name reflects the calculation as the context shows it calculates the percentage of accounts where 'isacsp' equals 'yes'.,The abbreviation 'ACSP' is acceptable as it is likely a standard business term or acronym in the context.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account,% of Accounts with APT,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isapt]=""yes""))

RETURN DIVIDE(num,den)",,good,No,,No,,Yes,tpid count,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (110 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name '% of Accounts with APT' is self-explanatory as it indicates the measure calculates the percentage of accounts with a specific condition ('APT').,The name reflects the calculation as the context shows it calculates the percentage of accounts where 'isapt' equals 'yes'.,The abbreviation 'APT' is acceptable as it is likely a standard business term or acronym in the context.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account,% of Accounts with CSAA,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[iscsaa]=""yes""))

RETURN DIVIDE(num,den)",,good,No,,No,,Yes,tpid count,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (111 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name '% of Accounts with CSAA' is self-explanatory as it indicates the measure calculates the percentage of accounts with a specific condition ('CSAA').,The name reflects the calculation as the context shows it calculates the percentage of accounts where 'iscsaa' equals 'yes'.,The abbreviation 'CSAA' is acceptable as it is likely a standard business term or acronym in the context.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Calendar,Last Refresh Icon,"""🕘""",,issue,No,,No,,No,,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern",undocumented,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,No,Not referenced by any other measures in the model,,The name 'Last Refresh Icon' is self-explanatory as it clearly indicates it represents an icon for the last refresh.,The name reflects the calculation as the context shows it returns a static icon ('🕘').,"There are no abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Calendar,Information Icon,"""i""",,issue,No,,No,,No,,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern",undocumented,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,No,Not referenced by any other measures in the model,,The name 'Information Icon' is self-explanatory as it clearly indicates it represents an information icon.,The name reflects the calculation as the context shows it returns a static string ('i').,"There are no abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Calendar,Filters Applied Icon,"""🗸""",,issue,No,,No,,No,,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern",undocumented,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,No,Not referenced by any other measures in the model,,The name 'Filters Applied Icon' is self-explanatory as it clearly indicates it represents an icon for applied filters.,The name reflects the calculation as the context shows it returns a static icon ('🗸').,"There are no abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Account Planning,# of Priorities w/ Pipeline,"CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))",,good,No,,No,,Yes,# of priorities,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (166 characters); Well-formatted with line breaks,calculated_measure,Formula follows measure complexity best practices,Yes,"Referenced by 2 measure(s): % of Priorities w/ Pipeline, # Plans with Opportunities",,The name '# of Priorities w/ Pipeline' is self-explanatory as it indicates it counts priorities associated with a pipeline.,The name reflects the calculation as the context shows it counts priorities filtered by pipeline-related conditions.,"There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.3,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.88,2.0,0.94
Account Planning,% of Priorities w/ Pipeline,"CALCULATE(DIVIDE([# of Priorities w/ Pipeline],[# of Priorities]),KEEPFILTERS(Opportunity[ParentingLevel Oppties]=""TopParentOppties""))",,good,No,,No,,Yes,"# of priorities, # of priorities w/ pipeline",Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (134 characters); Single-line format reduces readability,ratio_percentage,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n)",No,Not referenced by any other measures in the model,,The name '% of Priorities w/ Pipeline' is self-explanatory as it indicates it calculates the percentage of priorities associated with a pipeline.,The name reflects the calculation as the context shows it divides the count of priorities with a pipeline by the total count of priorities.,"There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account Planning,# of Account Plans,"CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",,good,No,,No,,No,,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern",undocumented,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,Yes,"Referenced by 16 measure(s): % Accounts w/ Active Plan, % Accounts w/ No Plan, % Accounts w/ Inactive Plan and 13 more",,The name '# of Account Plans' is self-explanatory as it indicates it counts the number of account plans.,The name reflects the calculation as the context shows it counts account plans where 'Account Plan Attached' equals 'Yes'.,"There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account Planning,# of Priorities,"SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ",,good,No,,No,,No,,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern",undocumented,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,Yes,"Referenced by 5 measure(s): # of Priorities w/ Pipeline, % of Priorities w/ Pipeline, Linked to Objectives and 2 more",,The name '# of Priorities' is self-explanatory as it indicates it counts the number of priorities.,The name reflects the calculation as the context shows it counts unique priority IDs.,"There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account Planning,% Accounts w/ Active Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Active Plan"" )
    )
RETURN
    DIVIDE( Numerator, [# of Account Plans] )",,good,No,,No,,Yes,# of account plans,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (183 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name '% Accounts w/ Active Plan' is self-explanatory as it indicates it calculates the percentage of accounts with an active plan.,The name reflects the calculation as the context shows it divides the count of accounts with an active plan by the total count of account plans.,"There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account Planning,% Accounts w/ No Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""No Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans] )",,issue,No,,No,,Yes,# of account plans,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern; Moderate length expression (180 characters); Well-formatted with line breaks",undocumented,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,No,Not referenced by any other measures in the model,,The name '% Accounts w/ No Plan' is self-explanatory as it indicates it calculates the percentage of accounts with no plan.,The name reflects the calculation as the context shows it divides the count of accounts with no plan by the total count of account plans.,"There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Account Planning,% Accounts w/ Inactive Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",,issue,No,,No,,Yes,# of account plans,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern; Moderate length expression (190 characters); Well-formatted with line breaks",undocumented,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,No,Not referenced by any other measures in the model,,The name '% Accounts w/ Inactive Plan' is self-explanatory as it indicates it calculates the percentage of accounts with an inactive plan.,The name reflects the calculation as the context shows it divides the count of accounts with an inactive plan by the total count of account plans.,"There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Account Planning,% Accounts w/ Plan Close to Inactive,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Plan Close to Inactive"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",,issue,No,,No,,Yes,# of account plans,High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern; Moderate length expression (198 characters); Well-formatted with line breaks",undocumented,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,No,Not referenced by any other measures in the model,,The name '% Accounts w/ Plan Close to Inactive' is self-explanatory as it indicates it calculates the percentage of accounts with a plan close to becoming inactive.,The name reflects the calculation as the context shows it divides the count of accounts with a plan close to inactive by the total count of account plans.,"There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
Account Planning,# Plans with Opportunities,"CALCULATE (
    [# of Account Plans],
    FILTER (
        VALUES ( 'Account'[AccountPlanID] ),
        [# of Priorities w/ Pipeline] > 0
    )
)",,good,No,,No,,Yes,"# of account plans, # of priorities w/ pipeline",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern; Moderate length expression (145 characters); Well-formatted with line breaks",undocumented,CRITICAL - High complexity measure needs restructuring and simplification; Replace division operator (/) with DIVIDE() function for error handling; CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,Yes,Referenced by 1 measure(s): % Accounts w/ Plan w/ Oppty,,The name '# Plans with Opportunities' is self-explanatory as it indicates the measure counts the number of plans that have associated opportunities.,"The name accurately reflects the calculation, which counts account plans where the number of priorities with a pipeline is greater than zero.","The abbreviation '#' for 'Number of' is widely understood and acceptable, so there are no problematic abbreviations.",0.2,0.2,0.2,0.2,0.3,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999
Account Planning,% Accounts w/ Plan w/ Oppty,"DIVIDE ( [# Plans with Opportunities], [# of Account Plans],"""" )",,issue,No,,No,,Yes,"# of account plans, # plans with opportunities",High,"High complexity due to complex logic, poor structure, or unclear purpose. Details: Undocumented or unclear calculation pattern",undocumented,CRITICAL - High complexity measure needs restructuring and simplification; CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,No,Not referenced by any other measures in the model,,The name '% Accounts w/ Plan w/ Oppty' is self-explanatory as it indicates the percentage of accounts with a plan that includes opportunities.,"The name reflects the calculation, which divides the number of plans with opportunities by the total number of account plans.","The abbreviation 'w/' for 'with' and 'Oppty' for 'Opportunity' are clear and commonly understood, so there are no problematic abbreviations.",0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.4,2.0,0.7
