Table,Measure,Expression,Description,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Measure_Complexity_Level,Measure_Complexity_Explanation,Calculation_Type,Complexity_Recommendations,Has_Commonly_Used_Measure,Commonly_Used_Explanation,DAX_Recommendations,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Measure_Complexity_Score,Measure_Complexity_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Overall_Score,Max_Score,Confidence_Score,Recommendations
Account,% of Accounts with APT,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isapt]=""yes""))

RETURN DIVIDE(num,den)",,good,No,,No,,Yes,tpid count,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (110 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,"The name '% of Accounts with APT' is self-explanatory in the context of the measure, as it indicates it calculates the percentage of accounts with a specific condition ('APT').","The name reflects the calculation, as the context shows it divides the count of accounts with 'isapt' = 'yes' by the total count of accounts.",The abbreviation 'APT' is acceptable as it is likely a standard business term or acronym.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,Pattern Usage: Not referenced by any other measures in the model
Account,% of Accounts with CSAA,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[iscsaa]=""yes""))

RETURN DIVIDE(num,den)",,good,No,,No,,Yes,tpid count,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (111 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,"The name '% of Accounts with CSAA' is self-explanatory in the context of the measure, as it indicates it calculates the percentage of accounts with a specific condition ('CSAA').","The name reflects the calculation, as the context shows it divides the count of accounts with 'iscsaa' = 'yes' by the total count of accounts.",The abbreviation 'CSAA' is acceptable as it is likely a standard business term or acronym.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,Pattern Usage: Not referenced by any other measures in the model
Calendar,Last Refresh Icon,"""🕘""",,warning,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting,,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Last Refresh Icon' is self-explanatory as it clearly indicates it represents an icon for the last refresh.,"The name reflects the calculation, as the context shows it returns a clock emoji, which aligns with the name.","There are no abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,Complexity: Medium complexity due to moderate business logic or formatting | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model
Calendar,Information Icon,"""i""",,warning,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting,,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Information Icon' is self-explanatory as it clearly indicates it represents an information icon.,"The name reflects the calculation, as the context shows it returns an 'i' character, which aligns with the name.","There are no abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,Complexity: Medium complexity due to moderate business logic or formatting | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model
Calendar,Filters Applied Icon,"""🗸""",,warning,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting,,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Filters Applied Icon' is self-explanatory as it clearly indicates it represents an icon for applied filters.,"The name reflects the calculation, as the context shows it returns a filter emoji, which aligns with the name.","There are no abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,Complexity: Medium complexity due to moderate business logic or formatting | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model
Account Planning,# of Priorities w/ Pipeline,"CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))",,good,No,,No,,Yes,# of priorities,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (166 characters); Well-formatted with line breaks,calculated_measure,Formula follows measure complexity best practices,Yes,"Referenced by 2 measure(s): % of Priorities w/ Pipeline, # Plans with Opportunities",,The name '# of Priorities w/ Pipeline' is self-explanatory as it indicates it calculates the count of priorities associated with a pipeline.,"The name reflects the calculation, as the context shows it counts priorities attached to opportunities with specific filters.","There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.3,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.88,2.0,0.94,Complexity: Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (166 characters); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices
Account Planning,% of Priorities w/ Pipeline,"CALCULATE(DIVIDE([# of Priorities w/ Pipeline],[# of Priorities]),KEEPFILTERS(Opportunity[ParentingLevel Oppties]=""TopParentOppties""))",,good,No,,No,,Yes,"# of priorities, # of priorities w/ pipeline",Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (134 characters); Single-line format reduces readability,ratio_percentage,"Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n)",No,Not referenced by any other measures in the model,,The name '% of Priorities w/ Pipeline' is self-explanatory as it indicates it calculates the percentage of priorities associated with a pipeline.,"The name reflects the calculation, as the context shows it divides the count of priorities with a pipeline by the total count of priorities.","There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,Pattern Usage: Not referenced by any other measures in the model
Account Planning,# of Account Plans,"CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",,good,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting,,Formula follows measure complexity best practices,Yes,"Referenced by 16 measure(s): % Accounts w/ Active Plan, % Accounts w/ No Plan, % Accounts w/ Inactive Plan and 13 more",,The name '# of Account Plans' is self-explanatory as it indicates it calculates the count of account plans.,"The name reflects the calculation, as the context shows it counts account plans attached to accounts.","There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925,Complexity: Medium complexity due to moderate business logic or formatting | Complexity Action: Formula follows measure complexity best practices
Account Planning,# of Priorities,"SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ",,good,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting,,Formula follows measure complexity best practices,Yes,"Referenced by 5 measure(s): # of Priorities w/ Pipeline, % of Priorities w/ Pipeline, Linked to Objectives and 2 more",,The name '# of Priorities' is self-explanatory as it indicates it calculates the count of priorities.,"The name reflects the calculation, as the context shows it counts priorities based on their IDs.","There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.3,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.85,2.0,0.925,Complexity: Medium complexity due to moderate business logic or formatting | Complexity Action: Formula follows measure complexity best practices
Account Planning,% Accounts w/ Active Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Active Plan"" )
    )
RETURN
    DIVIDE( Numerator, [# of Account Plans] )",,good,No,,No,,Yes,# of account plans,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (183 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name '% Accounts w/ Active Plan' is self-explanatory as it indicates it calculates the percentage of accounts with an active plan.,"The name reflects the calculation, as the context shows it divides the count of accounts with an active plan by the total count of account plans.","There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,Pattern Usage: Not referenced by any other measures in the model
Account Planning,% Accounts w/ No Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""No Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans] )",,warning,No,,No,,Yes,# of account plans,Medium,Medium complexity due to moderate business logic or formatting. Details: Moderate length expression (180 characters); Well-formatted with line breaks,,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name '% Accounts w/ No Plan' is self-explanatory as it indicates it calculates the percentage of accounts with no plan.,"The name reflects the calculation, as the context shows it divides the count of accounts with no plan by the total count of account plans.","There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.58,2.0,0.79,Complexity: Medium complexity due to moderate business logic or formatting. Details: Moderate length expression (180 characters); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model
Account Planning,% Accounts w/ Inactive Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",,warning,No,,No,,Yes,# of account plans,Medium,Medium complexity due to moderate business logic or formatting. Details: Moderate length expression (190 characters); Well-formatted with line breaks,,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name '% Accounts w/ Inactive Plan' is self-explanatory as it indicates it calculates the percentage of accounts with an inactive plan.,"The name reflects the calculation, as the context shows it divides the count of accounts with an inactive plan by the total count of account plans.","There are no problematic abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.18,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.58,2.0,0.79,Complexity: Medium complexity due to moderate business logic or formatting. Details: Moderate length expression (190 characters); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model
