Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,AI Analyzed,Have Same Measure Definition,Is Standard Measure,Self Explanatory Calculation Logic,Complexity Level,Meets Naming Convention Standards,Has Descriptions,Proper DAX References,Duplicate Measure Definition Score,Duplicate Measure Definition Max Score,Standard Library Measures Score,Standard Library Measures Max Score,Business Documentation Quality Score,Business Documentation Quality Max Score,Complexity Classification Score,Complexity Classification Max Score,Definition Based Naming Score,Definition Based Naming Max Score,Business Focused Naming Score,Business Focused Naming Max Score,DAX Reference Standards Score,DAX Reference Standards Max Score,Overall Score,Calculation Logic Score,Naming Score,Business Purpose,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Account,Not Analyzed,Delta Helps Maximize Solutions Value,"IF(AVERAGE(Account[HelpsMaximizeSolutions])=0,"""",AVERAGE(Account[delta_HelpsMaximizeSolutions]))",Simple Aggregation,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,Delta Joint Planning Addresses Needs,"IF(AVERAGE(Account[JointPlanningAddressesNeeds])=0,"""",AVERAGE(Account[delta_JointPlanningAddressesNeeds]))",Calculated Measure,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,Joint Planning Addresses Needs,AVERAGE(Account[JointPlanningAddressesNeeds]),Simple Aggregation,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,Delta Continuous Relationship Building,"IF(AVERAGE(Account[ContinuousRelationshipBuilding])=0,"""",AVERAGE(Account[delta_ContinuousRelationshipBuilding]))",Calculated Measure,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,Continuous Relationship Building,AVERAGE(Account[ContinuousRelationshipBuilding]),Simple Aggregation,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,% of Accounts with sep,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[issep]=""yes""))

RETURN DIVIDE(num,den)",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,% of Accounts with ACSP,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isacsp]=""yes""))

RETURN DIVIDE(num,den)",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,% of Accounts with APT,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isapt]=""yes""))

RETURN DIVIDE(num,den)",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account,Not Analyzed,% of Accounts with CSAA,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[iscsaa]=""yes""))

RETURN DIVIDE(num,den)",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Calendar,Not Analyzed,Last Refresh Icon,"""🕘""",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Calendar,Not Analyzed,Information Icon,"""i""",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Calendar,Not Analyzed,Filters Applied Icon,"""🗸""",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,# of Priorities w/ Pipeline,"CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))",Calculated Measure,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,% of Priorities w/ Pipeline,"CALCULATE(DIVIDE([# of Priorities w/ Pipeline],[# of Priorities]),KEEPFILTERS(Opportunity[ParentingLevel Oppties]=""TopParentOppties""))",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,# of Account Plans,"CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,# of Priorities,"SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,% Accounts w/ Active Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Active Plan"" )
    )
RETURN
    DIVIDE( Numerator, [# of Account Plans] )",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,% Accounts w/ No Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""No Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans] )",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,% Accounts w/ Inactive Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,% Accounts w/ Plan Close to Inactive,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Plan Close to Inactive"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,# Plans with Opportunities,"CALCULATE (
    [# of Account Plans],
    FILTER (
        VALUES ( 'Account'[AccountPlanID] ),
        [# of Priorities w/ Pipeline] > 0
    )
)",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,% Accounts w/ Plan w/ Oppty,"DIVIDE ( [# Plans with Opportunities], [# of Account Plans],"""" )",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,% Accounts w/ Strategic or Full Plan,"
    DIVIDE ( [# Accounts w/ Strategic or Full Plan], [# of Account Plans],"""")",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Warning,# Accounts w/ Strategic or Full Plan,"
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Type] IN {""0-Strategic"",""1-Full""} )
    )",Simple Aggregation,Yes,No - The measure has a unique calculation logic that filters account plans based on specific plan types.,Yes - The measure aligns with standard business reporting needs by providing a count of accounts with specific plan types.,Yes - The calculation logic is straightforward and uses clear filtering criteria.,"Low - The measure uses a simple CALCULATE function with a KEEPFILTERS modifier, making it easy to understand.",Yes - The name clearly describes the measure's purpose and calculation.,"No - The measure lacks a description, which could help clarify its business purpose.",Yes - The measure uses proper DAX syntax with fully qualified column references.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Counts the number of accounts with specific plan types (Strategic or Full).,Ensure that a description is added to explain the business purpose of the measure in plain language.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Warning,# Plans Manager Reviewed (last 6 months),"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Manager Reviewed Date] >= (TODAY()-180)))",Time Intelligence,Yes,No - The measure has a unique calculation logic that filters account plans based on the manager review date.,Yes - The measure aligns with standard business reporting needs by providing a count of plans reviewed by managers in the last 6 months.,Yes - The calculation logic is straightforward and uses a clear date filter.,"Medium - The measure uses a CALCULATE function with a FILTER function, which adds moderate complexity.",Yes - The name clearly describes the measure's purpose and calculation.,"No - The measure lacks a description, which could help clarify its business purpose.",Yes - The measure uses proper DAX syntax with fully qualified column references.,0.200,0.200,0.300,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.850,0.700,1.000,Counts the number of account plans reviewed by managers in the last 6 months.,Ensure that a description is added to explain the business purpose of the measure in plain language.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Good,% Plans Manager Reviewed (last 6 months),"
    DIVIDE([# Plans Manager Reviewed (last 6 months)], [# of Account Plans],"""")",Ratio Percentage,Yes,No - The measure has a unique calculation logic that calculates the percentage of plans reviewed by managers.,Yes - The measure aligns with standard business reporting needs by providing a percentage metric.,Yes - The calculation logic is straightforward and uses a clear division formula.,"Low - The measure uses a simple DIVIDE function, making it easy to understand.",Yes - The name clearly describes the measure's purpose and calculation.,"No - The measure lacks a description, which could help clarify its business purpose.",Yes - The measure uses proper DAX syntax with unqualified measure references.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Calculates the percentage of account plans reviewed by managers in the last 6 months.,Ensure that a description is added to explain the business purpose of the measure in plain language.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Warning,# Accounts w/ Stakeholder Map,"CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Has Stakeholder] = ""Yes"" )
    )",Simple Aggregation,Yes,No - The measure has a unique calculation logic that filters accounts with stakeholder maps.,Yes - The measure aligns with standard business patterns by providing a filtered count of accounts.,Yes - The calculation logic is straightforward and uses a clear filter condition.,Low - The measure uses basic DAX functions and has a simple filter condition.,Yes - The name clearly reflects the purpose and calculation of the measure.,"No - The measure lacks a description, which would help explain its business purpose.",Yes - The measure uses proper DAX syntax and fully qualifies column references.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Counts the number of accounts with a stakeholder map, providing insights into account planning completeness.",The measure is well-defined and follows standard business patterns. No changes are needed.,Add a description to explain the business purpose of the measure for better user understanding.
Account Planning,Warning,% Accounts w/ Stakeholder Map,"
    DIVIDE( [# Accounts w/ Stakeholder Map], [# of Account Plans],"""")",Ratio Percentage,Yes,No - The measure has a unique calculation logic that calculates a percentage.,Yes - The measure aligns with standard business patterns by providing a percentage metric.,Yes - The calculation logic is straightforward and uses a clear division formula.,Low - The measure uses a simple division operation with no unnecessary complexity.,Yes - The name clearly reflects the purpose and calculation of the measure.,"No - The measure lacks a description, which would help explain its business purpose.",Yes - The measure uses proper DAX syntax and unqualified references for measures.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of accounts with a stakeholder map, providing insights into account planning effectiveness.",The measure is well-defined and follows standard business patterns. No changes are needed.,Add a description to explain the business purpose of the measure for better user understanding.
Account Planning,Issue,% of Priorities w/ future Date,"
VAR Numerator = CALCULATE( [# of Active Priorities],
    KEEPFILTERS( 'Account Plan Priority'[Time Frame Date] > today() )
)        
                                                            
RETURN DIVIDE(Numerator,[# of Active Priorities],"""") ",Complex Calculation,Yes,No - The measure has a unique calculation logic that calculates a percentage based on a condition.,No - The measure does not align with standard business patterns and appears to be more ad-hoc.,No - The calculation logic is more complex and lacks clarity due to the use of variables and nested functions.,"Medium - The measure uses variables and multiple nested functions, making it moderately complex.",Yes - The name clearly reflects the purpose and calculation of the measure.,"No - The measure lacks a description, which would help explain its business purpose.",Yes - The measure uses proper DAX syntax and fully qualifies column references.,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,"Calculates the percentage of priorities with a future date, providing insights into planning timelines.",Simplify the calculation logic if possible and ensure it aligns with standard business patterns.,Add a description to explain the business purpose of the measure for better user understanding.
Account Planning,Not Analyzed,Linked to Objectives,"var Num=CALCULATE([# of Priorities],'Account Planning'[CustomerObjectiveId] <> """",
    'Account'[Plan Type] IN {""0-Strategic"",""1-Full""},
    KEEPFILTERS('Account Plan Priority'[Priority Status] = ""Active"")
)
 Var Den=   CALCULATE([# of Priorities],'Account'[Plan Type] IN {""0-Strategic"",""1-Full""},
        KEEPFILTERS('Account Plan Priority'[Priority Status] = ""Active"")    )
 
RETURN DIVIDE(Num,Den)",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,Modified On,"IF(MAX('Account'[Days Since Modified])=BLANK(),BLANK(),IF(MAX('Account'[Days Since Modified])>30,0,1))",Complex Calculation,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,Last Reviewed,"

SWITCH (

    TRUE,

    MAX ( 'Account'[Manager Reviewed Date] ) = BLANK (), BLANK (),

    MAX ( 'Account'[Manager Reviewed Flag] ) = ""Yes""

        && MAX ( 'Account'[Manager Reviewed Date] )

            > TODAY () - 90, 1,

    0

)",Complex Calculation,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,# of Plans w/ Priority,"SUMX( VALUES( 'Account Planning'[AccountPlanID] ), 1 )
                ",Undocumented,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,% of Priorities with Partner,"
VAR Numerator = CALCULATE([# of Priorities] ,
    KEEPFILTERS('Account Plan Partners'[AccountPartnerProfileId] <> """")
)
VAR Denominator = [# of Priorities]


RETURN DIVIDE(Numerator,Denominator, BLANK())",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,% Plans Reviewed < 90 Days,"DIVIDE([# plans with manger reviewed date in last 90 days],[# of Account Plans],"""")",Ratio Percentage,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Not Analyzed,# plans with manger reviewed date in last 90 days,"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Manager Reviewed Date] >= (TODAY()-90)))",Calculated Measure,No,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,Not Analyzed - ,0.000,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.000,0.000,0.000,Not analyzed by AI,,
Account Planning,Warning,# plans with days since modified < 30 days,"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Days Since Modified] < 30))",Time Intelligence,Yes,No - The measure has a unique calculation logic that filters accounts based on the days since they were last modified.,Yes - The measure aligns with standard business reporting needs for tracking recent modifications.,Yes - The calculation logic is straightforward and aligns with the measure's name.,"Low - The measure uses a CALCULATE function with a simple FILTER condition, making it easy to understand.",Yes - The name clearly reflects the calculation and avoids abbreviations.,"No - The measure lacks a description, which would help clarify its purpose and calculation logic.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,Tracks the number of account plans modified within the last 30 days to monitor recent updates.,Ensure that a description is added to explain the business purpose and calculation logic of the measure.,No changes needed as the naming convention is clear and adheres to standards.
