Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,Complexity Level,Has Description,Is Standard Measure,Standardized Calculation Logic Score,Naming Conventions Score,Overall Score,Sub-Rule Scores Breakdown,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Account,Warning,Delta Helps Maximize Solutions Value,"IF(AVERAGE(Account[HelpsMaximizeSolutions])=0,"""",AVERAGE(Account[delta_HelpsMaximizeSolutions]))","Simple aggregation (SUM, COUNT, etc.)",Medium,No,No,0.710,0.840,0.775,"ML-001: 0.200, ML-002: 0.210, ML-003: 0.000, ML-004: 0.300, MN-001: 0.240, MN-002: 0.400, MN-003: 0.200","Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Name clarity issues - contains abbreviations 'val' → 'Value' that reduce clarity; lacks descriptive action words (Total, Average, Count, etc.). Use clear, unambiguous names that precisely define what is being measured without requiring domain expertise to understand."
Account,Warning,Delta Joint Planning Addresses Needs,"IF(AVERAGE(Account[JointPlanningAddressesNeeds])=0,"""",AVERAGE(Account[delta_JointPlanningAddressesNeeds]))",Calculated measure with business logic,Medium,No,No,0.560,0.960,0.760,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.210, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account,Warning,Joint Planning Addresses Needs,AVERAGE(Account[JointPlanningAddressesNeeds]),"Simple aggregation (SUM, COUNT, etc.)",Low,No,No,0.710,0.960,0.835,"ML-001: 0.200, ML-002: 0.210, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account,Warning,Delta Continuous Relationship Building,"IF(AVERAGE(Account[ContinuousRelationshipBuilding])=0,"""",AVERAGE(Account[delta_ContinuousRelationshipBuilding]))",Calculated measure with business logic,Medium,No,No,0.560,0.960,0.760,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.210, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account,Warning,Continuous Relationship Building,AVERAGE(Account[ContinuousRelationshipBuilding]),"Simple aggregation (SUM, COUNT, etc.)",Low,No,No,0.710,0.960,0.835,"ML-001: 0.200, ML-002: 0.210, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account,Warning,% of Accounts with sep,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[issep]=""yes""))

RETURN DIVIDE(num,den)",Ratio or percentage calculation,Medium,No,No,0.680,0.920,0.800,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.320, MN-003: 0.200","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account,Warning,% of Accounts with ACSP,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isacsp]=""yes""))

RETURN DIVIDE(num,den)",Ratio or percentage calculation,Medium,No,No,0.680,0.920,0.800,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.320, MN-003: 0.200","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account,Warning,% of Accounts with APT,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isapt]=""yes""))

RETURN DIVIDE(num,den)",Ratio or percentage calculation,Medium,No,No,0.680,0.920,0.800,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.320, MN-003: 0.200","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account,Warning,% of Accounts with CSAA,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[iscsaa]=""yes""))

RETURN DIVIDE(num,den)",Ratio or percentage calculation,Medium,No,No,0.680,0.920,0.800,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.320, MN-003: 0.200","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Calendar,Issue,Last Refresh Icon,"""🕘""",Undocumented or unclear calculation,Low,No,No,0.320,0.960,0.640,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.090, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Calendar,Issue,Information Icon,"""i""",Undocumented or unclear calculation,Low,No,No,0.320,0.960,0.640,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.090, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Calendar,Issue,Filters Applied Icon,"""🗸""",Undocumented or unclear calculation,Low,No,No,0.320,0.960,0.640,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.090, MN-001: 0.400, MN-002: 0.360, MN-003: 0.200","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account Planning,Issue,# of Priorities w/ Pipeline,"CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))",Calculated measure with business logic,High,No,No,0.590,0.880,0.735,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.240, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account Planning,Warning,% of Priorities w/ Pipeline,"CALCULATE(DIVIDE([# of Priorities w/ Pipeline],[# of Priorities]),KEEPFILTERS(Opportunity[ParentingLevel Oppties]=""TopParentOppties""))",Ratio or percentage calculation,Medium,No,No,0.650,0.880,0.765,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.270, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account Planning,Issue,# of Account Plans,"CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",Undocumented or unclear calculation,Medium,No,No,0.320,0.880,0.600,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.090, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account Planning,Issue,# of Priorities,"SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )",Undocumented or unclear calculation,Medium,No,No,0.320,0.880,0.600,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.090, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account Planning,Warning,% Accounts w/ Active Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Active Plan"" )
    )
RETURN
    DIVIDE( Numerator, [# of Account Plans] )",Ratio or percentage calculation,High,No,No,0.680,0.880,0.780,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.300, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account Planning,Issue,% Accounts w/ No Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""No Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans] )",Undocumented or unclear calculation,High,No,No,0.350,0.880,0.615,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.120, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account Planning,Issue,% Accounts w/ Inactive Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",Undocumented or unclear calculation,High,No,No,0.350,0.880,0.615,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.120, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account Planning,Issue,% Accounts w/ Plan Close to Inactive,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Plan Close to Inactive"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",Undocumented or unclear calculation,High,No,No,0.350,0.880,0.615,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.120, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account Planning,Issue,# Plans with Opportunities,"CALCULATE (
    [# of Account Plans],
    FILTER (
        VALUES ( 'Account'[AccountPlanID] ),
        [# of Priorities w/ Pipeline] > 0
    )
)",Undocumented or unclear calculation,Medium,No,No,0.350,0.880,0.615,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.120, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account Planning,Issue,% Accounts w/ Plan w/ Oppty,"DIVIDE ( [# Plans with Opportunities], [# of Account Plans],"""" )",Undocumented or unclear calculation,Medium,No,No,0.320,0.880,0.600,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.090, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account Planning,Issue,% Accounts w/ Strategic or Full Plan,"DIVIDE ( [# Accounts w/ Strategic or Full Plan], [# of Account Plans],"""")",Undocumented or unclear calculation,Medium,No,No,0.320,0.880,0.600,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.090, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account Planning,Issue,# Accounts w/ Strategic or Full Plan,"CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Type] IN {""0-Strategic"",""1-Full""} )
    )",Undocumented or unclear calculation,Medium,No,No,0.350,0.880,0.615,"ML-001: 0.200, ML-002: 0.030, ML-003: 0.000, ML-004: 0.120, MN-001: 0.400, MN-002: 0.320, MN-003: 0.160","Measure does not align with standard library patterns. Review if this can be replaced with or derived from standard business measures, or if it should be added to the standard library for reuse.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.; Calculation type cannot be determined. Clarify the measure's purpose and ensure it follows recognizable DAX patterns. Consider if this measure serves a clear business need or should be restructured using standard calculation patterns.","Naming conventions meet all standards (Clear definitions, Business-focused language, Proper DAX references)"
Account Planning,Issue,# Plans Manager Reviewed (last 6 months),"CALCULATE (
  [# of Account Plans],
  FILTER( 'Account','Account'[Manager Reviewed Date] >= (TODAY()-180)))",Calculated measure with business logic,Medium,No,No,0.590,0.720,0.655,"ML-001: 0.200, ML-002: 0.150, ML-003: 0.000, ML-004: 0.240, MN-001: 0.240, MN-002: 0.320, MN-003: 0.160","Complex calculated measures should leverage standard business logic patterns. Break down into simpler components where possible and reuse common calculation elements.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Name clarity issues - contains abbreviations 'rev' → 'Revenue' that reduce clarity; lacks descriptive action words (Total, Average, Count, etc.). Use clear, unambiguous names that precisely define what is being measured without requiring domain expertise to understand."
Account Planning,Issue,% Plans Manager Reviewed (last 6 months),"DIVIDE([# Plans Manager Reviewed (last 6 months)], [# of Account Plans],"""")",Ratio or percentage calculation,Medium,No,No,0.650,0.720,0.685,"ML-001: 0.200, ML-002: 0.180, ML-003: 0.000, ML-004: 0.270, MN-001: 0.240, MN-002: 0.320, MN-003: 0.160","Ratio/percentage measures should follow standard calculation patterns. Use DIVIDE() function, include '%' in name for percentages, and ensure consistent decimal formatting across similar measures.; Missing business description. Add comprehensive documentation explaining: (1) What business question this measure answers, (2) When business users should use it, (3) Expected value ranges, (4) Any business rules or filters applied, (5) Data source and calculation methodology in plain language.","Name clarity issues - contains abbreviations 'rev' → 'Revenue' that reduce clarity; lacks descriptive action words (Total, Average, Count, etc.). Use clear, unambiguous names that precisely define what is being measured without requiring domain expertise to understand."
