Table,Measure,Expression,Description,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Measure_Complexity_Level,Measure_Complexity_Explanation,Calculation_Type,Complexity_Recommendations,Has_Commonly_Used_Measure,Commonly_Used_Explanation,DAX_Recommendations,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Measure_Complexity_Score,Measure_Complexity_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Overall_Score,Max_Score,Confidence_Score,Recommendations
Account,Delta Helps Maximize Solutions Value,"IF(AVERAGE(Account[HelpsMaximizeSolutions])=0,"""",AVERAGE(Account[delta_HelpsMaximizeSolutions]))",,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Delta Helps Maximize Solutions Value' is self-explanatory as it indicates it calculates the change (delta) in helping maximize solutions.,"The name reflects the calculation as the context shows it calculates the average of the delta_HelpsMaximizeSolutions field, with a condition for zero values.",There are no problematic abbreviations in the measure name.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,"Complexity: Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.) | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name 'Delta Helps Maximize Solutions Value' is self-explanatory as it indicates it calculates the change (delta) in helping maximize solutions. | Name Clarity: The name reflects the calculation as the context shows it calculates the average of the delta_HelpsMaximizeSolutions field, with a condition for zero values. | Abbreviations: There are no problematic abbreviations in the measure name."
Account,Delta Joint Planning Addresses Needs,"IF(AVERAGE(Account[JointPlanningAddressesNeeds])=0,"""",AVERAGE(Account[delta_JointPlanningAddressesNeeds]))",,warning,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (106 characters); Single-line format reduces readability,calculated_measure,Consider simplifying business logic or adding better documentation,No,Not referenced by any other measures in the model,,The name 'Delta Joint Planning Addresses Needs' is self-explanatory as it indicates it calculates the change (delta) in joint planning addressing needs.,"The name reflects the calculation as the context shows it calculates the average of the delta_JointPlanningAddressesNeeds field, with a condition for zero values.",There are no problematic abbreviations in the measure name.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (106 characters); Single-line format reduces readability | Complexity Action: Consider simplifying business logic or adding better documentation | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name 'Delta Joint Planning Addresses Needs' is self-explanatory as it indicates it calculates the change (delta) in joint planning addressing needs. | Name Clarity: The name reflects the calculation as the context shows it calculates the average of the delta_JointPlanningAddressesNeeds field, with a condition for zero values. | Abbreviations: There are no problematic abbreviations in the measure name."
Account,Joint Planning Addresses Needs,AVERAGE(Account[JointPlanningAddressesNeeds]),,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Joint Planning Addresses Needs' is self-explanatory as it indicates it calculates the value for joint planning addressing needs.,The name reflects the calculation as the context shows it calculates the average of the 'JointPlanningAddressesNeeds' field.,There are no problematic abbreviations in the measure name.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,"Complexity: Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.) | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name 'Joint Planning Addresses Needs' is self-explanatory as it indicates it calculates the value for joint planning addressing needs. | Name Clarity: The name reflects the calculation as the context shows it calculates the average of the 'JointPlanningAddressesNeeds' field. | Abbreviations: There are no problematic abbreviations in the measure name."
Account,Delta Continuous Relationship Building,"IF(AVERAGE(Account[ContinuousRelationshipBuilding])=0,"""",AVERAGE(Account[delta_ContinuousRelationshipBuilding]))",,warning,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (112 characters); Single-line format reduces readability,calculated_measure,Consider simplifying business logic or adding better documentation,No,Not referenced by any other measures in the model,,The name 'Delta Continuous Relationship Building' is self-explanatory as it indicates it calculates the change (delta) in continuous relationship building.,"The name reflects the calculation as the context shows it calculates the average of the delta_ContinuousRelationshipBuilding field, with a condition for zero values.",There are no problematic abbreviations in the measure name.,0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,"Complexity: Medium complexity due to moderate business logic or formatting. Details: Calculated measure with intermediate business logic; Moderate length expression (112 characters); Single-line format reduces readability | Complexity Action: Consider simplifying business logic or adding better documentation | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name 'Delta Continuous Relationship Building' is self-explanatory as it indicates it calculates the change (delta) in continuous relationship building. | Name Clarity: The name reflects the calculation as the context shows it calculates the average of the delta_ContinuousRelationshipBuilding field, with a condition for zero values. | Abbreviations: There are no problematic abbreviations in the measure name."
Account,Continuous Relationship Building,AVERAGE(Account[ContinuousRelationshipBuilding]),,good,No,,No,,No,,Low,"Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.)",simple_aggregation,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Continuous Relationship Building' is self-explanatory as it indicates it calculates the value for continuous relationship building.,The name reflects the calculation as the context shows it calculates the average of the 'ContinuousRelationshipBuilding' field.,There are no problematic abbreviations in the measure name.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,"Complexity: Low complexity due to simple structure and clear purpose. Details: Simple aggregation function (SUM, COUNT, AVERAGE, etc.) | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name 'Continuous Relationship Building' is self-explanatory as it indicates it calculates the value for continuous relationship building. | Name Clarity: The name reflects the calculation as the context shows it calculates the average of the 'ContinuousRelationshipBuilding' field. | Abbreviations: There are no problematic abbreviations in the measure name."
Account,% of Accounts with sep,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[issep]=""yes""))

RETURN DIVIDE(num,den)",,issue,No,,No,,Yes,tpid count,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (110 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,"The name '% of Accounts with sep' is self-explanatory in the context of the measure, as it clearly indicates it calculates the percentage of accounts with a specific condition ('sep').",The name reflects the calculation as the context shows it divides the count of accounts with 'issep' = 'yes' by the total count of accounts.,"The abbreviation 'sep' is unclear and not a standard or widely understood term, making the name cryptic.",0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.0,0.4,1.2999999999999998,2.0,0.6499999999999999,"Complexity: Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (110 characters); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name '% of Accounts with sep' is self-explanatory in the context of the measure, as it clearly indicates it calculates the percentage of accounts with a specific condition ('sep'). | Name Clarity: The name reflects the calculation as the context shows it divides the count of accounts with 'issep' = 'yes' by the total count of accounts. | Abbreviations: The abbreviation 'sep' is unclear and not a standard or widely understood term, making the name cryptic."
Account,% of Accounts with ACSP,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isacsp]=""yes""))

RETURN DIVIDE(num,den)",,good,No,,No,,Yes,tpid count,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (111 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,"The name '% of Accounts with ACSP' is self-explanatory in the context of the measure, as it indicates it calculates the percentage of accounts with a specific condition ('ACSP').",The name reflects the calculation as the context shows it divides the count of accounts with 'isacsp' = 'yes' by the total count of accounts.,The abbreviation 'ACSP' is acceptable as it is likely a business-specific term and does not make the name cryptic.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,"Complexity: Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (111 characters); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name '% of Accounts with ACSP' is self-explanatory in the context of the measure, as it indicates it calculates the percentage of accounts with a specific condition ('ACSP'). | Name Clarity: The name reflects the calculation as the context shows it divides the count of accounts with 'isacsp' = 'yes' by the total count of accounts. | Abbreviations: The abbreviation 'ACSP' is acceptable as it is likely a business-specific term and does not make the name cryptic."
Account,% of Accounts with APT,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isapt]=""yes""))

RETURN DIVIDE(num,den)",,good,No,,No,,Yes,tpid count,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (110 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,"The name '% of Accounts with APT' is self-explanatory in the context of the measure, as it indicates it calculates the percentage of accounts with a specific condition ('APT').",The name reflects the calculation as the context shows it divides the count of accounts with 'isapt' = 'yes' by the total count of accounts.,The abbreviation 'APT' is acceptable as it is likely a business-specific term and does not make the name cryptic.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,"Complexity: Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (110 characters); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name '% of Accounts with APT' is self-explanatory in the context of the measure, as it indicates it calculates the percentage of accounts with a specific condition ('APT'). | Name Clarity: The name reflects the calculation as the context shows it divides the count of accounts with 'isapt' = 'yes' by the total count of accounts. | Abbreviations: The abbreviation 'APT' is acceptable as it is likely a business-specific term and does not make the name cryptic."
Account,% of Accounts with CSAA,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[iscsaa]=""yes""))

RETURN DIVIDE(num,den)",,good,No,,No,,Yes,tpid count,Low,Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (111 characters); Well-formatted with line breaks,ratio_percentage,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,"The name '% of Accounts with CSAA' is self-explanatory in the context of the measure, as it indicates it calculates the percentage of accounts with a specific condition ('CSAA').",The name reflects the calculation as the context shows it divides the count of accounts with 'iscsaa' = 'yes' by the total count of accounts.,The abbreviation 'CSAA' is acceptable as it is likely a business-specific term and does not make the name cryptic.,0.2,0.2,0.2,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.6999999999999997,2.0,0.8499999999999999,"Complexity: Low complexity due to simple structure and clear purpose. Details: Ratio or percentage calculation with clear business logic; Moderate length expression (111 characters); Well-formatted with line breaks | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name '% of Accounts with CSAA' is self-explanatory in the context of the measure, as it indicates it calculates the percentage of accounts with a specific condition ('CSAA'). | Name Clarity: The name reflects the calculation as the context shows it divides the count of accounts with 'iscsaa' = 'yes' by the total count of accounts. | Abbreviations: The abbreviation 'CSAA' is acceptable as it is likely a business-specific term and does not make the name cryptic."
Calendar,Last Refresh Icon,"""🕘""",,warning,No,,No,,No,,Medium,Medium complexity due to moderate business logic or formatting,,Formula follows measure complexity best practices,No,Not referenced by any other measures in the model,,The name 'Last Refresh Icon' is self-explanatory as it clearly indicates it represents an icon for the last refresh.,The name reflects the calculation as the context shows it returns a static icon ('🕘').,"There are no abbreviations in the name, making it clear and understandable.",0.2,0.2,0.2,0.2,0.0,0.3,0.15,0.3,0.2,0.2,0.4,0.4,0.4,0.4,1.5499999999999998,2.0,0.7749999999999999,"Complexity: Medium complexity due to moderate business logic or formatting | Complexity Action: Formula follows measure complexity best practices | Pattern Usage: Not referenced by any other measures in the model | Self-Explanatory: The name 'Last Refresh Icon' is self-explanatory as it clearly indicates it represents an icon for the last refresh. | Name Clarity: The name reflects the calculation as the context shows it returns a static icon ('🕘'). | Abbreviations: There are no abbreviations in the name, making it clear and understandable."
