Table,Measure,Expression,Description,Issue_Severity,Has_Duplicate,Duplicate_Measure_Names,Has_Qualified_Measure_References,Qualified_Referenced_Measures,Has_All_Measure_References,All_Referenced_Measures,Has_Commonly_Used_Measure,DAX_Recommendations,Context,Self_Explanatory_Explanation,Name_Reflects_Explanation,Abbreviations_Explanation,Overall_Score,Max_Overall_Score,Confidence_Score,Unqualified_Measures_Score,Unqualified_Measures_Max_Score,Unique_Measure_Calculation_Score,Unique_Measure_Calculation_Max_Score,Commonly_Used_Measure_Score,Commonly_Used_Measure_Max_Score,Is_Self_Explanatory_Score,Is_Self_Explanatory_Max_Score,Name_Reflects_Expression_Score,Name_Reflects_Expression_Max_Score,Avoid_Abbreviations_Score,Avoid_Abbreviations_Max_Score,Severity_Priority,Severity_Color_Code,Severity_Hex_Color,Calculation_Type,Complexity_Score,Complexity_Management_Score,Complexity_Recommendations,Complexity_Management_Max_Score
Account,Delta Joint Planning Addresses Needs,"IF(AVERAGE(Account[JointPlanningAddressesNeeds])=0,"""",AVERAGE(Account[delta_JointPlanningAddressesNeeds]))",,warning,No,,No,,No,,No,,"Delta Joint Planning Addresses Needs -> Account + IF(AVERAGE(Account[JointPlanningAddressesNeeds])=0,"""",AVERAGE(Account[delta_JointPlanningAddressesNeeds]))",The name 'Delta Joint Planning Addresses Needs' is self-explanatory as it indicates it calculates a delta for joint planning addressing needs.,The name reflects the calculation as it aligns with the context of calculating a delta for 'JointPlanningAddressesNeeds'.,There are no problematic abbreviations in the name.,1.5499999999999998,2.0,0.7749999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00,calculated_measure,0.5,0.15,Rule 4: Consider simplifying business logic or adding better documentation,0.3
Account,Joint Planning Addresses Needs,AVERAGE(Account[JointPlanningAddressesNeeds]),,good,No,,No,,No,,No,,Joint Planning Addresses Needs -> Account + AVERAGE(Account[JointPlanningAddressesNeeds]),The name 'Joint Planning Addresses Needs' is self-explanatory as it indicates it calculates the value for joint planning addressing needs.,The name reflects the calculation as it aligns with the context of averaging the 'JointPlanningAddressesNeeds' field.,There are no problematic abbreviations in the name.,1.6999999999999997,2.0,0.8499999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,simple_aggregation,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Account,Delta Continuous Relationship Building,"IF(AVERAGE(Account[ContinuousRelationshipBuilding])=0,"""",AVERAGE(Account[delta_ContinuousRelationshipBuilding]))",,warning,No,,No,,No,,No,,"Delta Continuous Relationship Building -> Account + IF(AVERAGE(Account[ContinuousRelationshipBuilding])=0,"""",AVERAGE(Account[delta_ContinuousRelationshipBuilding]))",The name 'Delta Continuous Relationship Building' is self-explanatory as it indicates it calculates a delta for continuous relationship building.,The name reflects the calculation as it aligns with the context of calculating a delta for 'ContinuousRelationshipBuilding'.,There are no problematic abbreviations in the name.,1.5499999999999998,2.0,0.7749999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,3,YELLOW,#FFFF00,calculated_measure,0.5,0.15,Rule 4: Consider simplifying business logic or adding better documentation,0.3
Account,Continuous Relationship Building,AVERAGE(Account[ContinuousRelationshipBuilding]),,good,No,,No,,No,,No,,Continuous Relationship Building -> Account + AVERAGE(Account[ContinuousRelationshipBuilding]),The name 'Continuous Relationship Building' is self-explanatory as it indicates it calculates the value for continuous relationship building.,The name reflects the calculation as it aligns with the context of averaging the 'ContinuousRelationshipBuilding' field.,There are no problematic abbreviations in the name.,1.6999999999999997,2.0,0.8499999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,simple_aggregation,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Account,% of Accounts with sep,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[issep]=""yes""))

RETURN DIVIDE(num,den)",,critical,No,,No,,Yes,tpid count,No,,"% of Accounts with sep -> Account + var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[issep]=""yes""))

RETURN DIVIDE(num,den) | REFERENCES: TPID Count -> Account + COUNT( Account[TPID] )",The measure name '% of Accounts with sep' is not self-explanatory because 'sep' is an unclear abbreviation and does not provide enough context to understand its purpose.,The name does not reflect the calculation because 'sep' is ambiguous and does not clearly indicate that it calculates the percentage of accounts with 'issep' set to 'yes'.,"The abbreviation 'sep' is cryptic and unclear, making the measure name difficult to interpret.",0.7,2.0,0.35,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.2,0.0,0.4,0.0,0.4,1,RED,#FF0000,ratio_percentage,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Account,% of Accounts with ACSP,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isacsp]=""yes""))

RETURN DIVIDE(num,den)",,critical,No,,No,,Yes,tpid count,No,,"% of Accounts with ACSP -> Account + var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isacsp]=""yes""))

RETURN DIVIDE(num,den) | REFERENCES: TPID Count -> Account + COUNT( Account[TPID] )",The measure name '% of Accounts with ACSP' is not self-explanatory because 'ACSP' is an unclear abbreviation and does not provide enough context to understand its purpose.,The name does not reflect the calculation because 'ACSP' is ambiguous and does not clearly indicate that it calculates the percentage of accounts with 'isacsp' set to 'yes'.,"The abbreviation 'ACSP' is cryptic and unclear, making the measure name difficult to interpret.",0.7,2.0,0.35,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.2,0.0,0.4,0.0,0.4,1,RED,#FF0000,ratio_percentage,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Account,% of Accounts with APT,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isapt]=""yes""))

RETURN DIVIDE(num,den)",,critical,No,,No,,Yes,tpid count,No,,"% of Accounts with APT -> Account + var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isapt]=""yes""))

RETURN DIVIDE(num,den) | REFERENCES: TPID Count -> Account + COUNT( Account[TPID] )",The measure name '% of Accounts with APT' is not self-explanatory because 'APT' is an unclear abbreviation and does not provide enough context to understand its purpose.,The name does not reflect the calculation because 'APT' is ambiguous and does not clearly indicate that it calculates the percentage of accounts with 'isapt' set to 'yes'.,"The abbreviation 'APT' is cryptic and unclear, making the measure name difficult to interpret.",0.7,2.0,0.35,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.2,0.0,0.4,0.0,0.4,1,RED,#FF0000,ratio_percentage,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Account,% of Accounts with CSAA,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[iscsaa]=""yes""))

RETURN DIVIDE(num,den)",,critical,No,,No,,Yes,tpid count,No,,"% of Accounts with CSAA -> Account + var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[iscsaa]=""yes""))

RETURN DIVIDE(num,den) | REFERENCES: TPID Count -> Account + COUNT( Account[TPID] )",The measure name '% of Accounts with CSAA' is not self-explanatory because 'CSAA' is an unclear abbreviation and does not provide enough context to understand its purpose.,The name does not reflect the calculation because 'CSAA' is ambiguous and does not clearly indicate that it calculates the percentage of accounts with 'iscsaa' set to 'yes'.,"The abbreviation 'CSAA' is cryptic and unclear, making the measure name difficult to interpret.",0.7,2.0,0.35,0.2,0.2,0.2,0.2,0.0,0.3,0.0,0.2,0.0,0.4,0.0,0.4,1,RED,#FF0000,ratio_percentage,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Calendar,Last Refresh Icon,"""🕘""",,issue,No,,No,,No,,No,,"Last Refresh Icon -> Calendar + ""🕘""",The measure name 'Last Refresh Icon' is self-explanatory because it clearly indicates that it represents an icon related to the last refresh.,The name reflects the calculation as it returns a static icon ('🕘') representing the last refresh.,There are no problematic abbreviations in the measure name.,1.4,2.0,0.7,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2,ORANGE,#FFA500,undocumented,0.0,0.0,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,0.3
Calendar,Information Icon,"""i""",,issue,No,,No,,No,,No,,"Information Icon -> Calendar + ""i""",The measure name 'Information Icon' is self-explanatory because it clearly indicates that it represents an icon for information.,The name reflects the calculation as it returns a static icon ('i') representing information.,There are no problematic abbreviations in the measure name.,1.4,2.0,0.7,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2,ORANGE,#FFA500,undocumented,0.0,0.0,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,0.3
Calendar,Filters Applied Icon,"""🗸""",,issue,No,,No,,No,,No,,"Filters Applied Icon -> Calendar + ""🗸""",The measure name 'Filters Applied Icon' is self-explanatory because it clearly indicates that it represents an icon for filters applied.,The name reflects the calculation as it returns a static icon ('🗸') representing filters applied.,There are no problematic abbreviations in the measure name.,1.4,2.0,0.7,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2,ORANGE,#FFA500,undocumented,0.0,0.0,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,0.3
Account Planning,# of Priorities w/ Pipeline,"CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))",,good,No,,No,,Yes,# of priorities,Yes,,"# of Priorities w/ Pipeline -> Account Planning + CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties"")) | REFERENCES: # of Priorities -> Account Planning + SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ",The measure name '# of Priorities w/ Pipeline' is self-explanatory because it indicates that it calculates the number of priorities associated with a pipeline.,The name reflects the calculation as it calculates the count of priorities filtered by pipeline-related conditions.,There are no problematic abbreviations in the measure name.,1.88,2.0,0.94,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,calculated_measure,0.6,0.18,Formula follows Rule 4 complexity best practices,0.3
Account Planning,% of Priorities w/ Pipeline,"CALCULATE(DIVIDE([# of Priorities w/ Pipeline],[# of Priorities]),KEEPFILTERS(Opportunity[ParentingLevel Oppties]=""TopParentOppties""))",,good,No,,No,,Yes,"# of priorities, # of priorities w/ pipeline",No,,"% of Priorities w/ Pipeline -> Account Planning + CALCULATE(DIVIDE([# of Priorities w/ Pipeline],[# of Priorities]),KEEPFILTERS(Opportunity[ParentingLevel Oppties]=""TopParentOppties"")) | REFERENCES: # of Priorities -> Account Planning + SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 , # of Priorities w/ Pipeline -> Account Planning + CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))",The measure name '% of Priorities w/ Pipeline' is self-explanatory because it indicates that it calculates the percentage of priorities associated with a pipeline.,The name reflects the calculation as it calculates the percentage of priorities filtered by pipeline-related conditions.,There are no problematic abbreviations in the measure name.,1.6999999999999997,2.0,0.8499999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,ratio_percentage,1.0,0.3,"Rule 4: Format CALCULATE function: CALCULATE(\n    expression,\n    filter1,\n    filter2\n)",0.3
Account Planning,# of Account Plans,"CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",,good,No,,No,,No,,Yes,,"# of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",The measure name '# of Account Plans' is self-explanatory because it clearly indicates that it calculates the count of account plans.,The name reflects the calculation as it calculates the count of account plans attached to accounts.,There are no problematic abbreviations in the measure name.,1.6999999999999997,2.0,0.8499999999999999,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,undocumented,0.0,0.0,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,0.3
Account Planning,# of Priorities,"SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ",,good,No,,No,,No,,Yes,,"# of Priorities -> Account Planning + SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ",The measure name '# of Priorities' is self-explanatory because it clearly indicates that it calculates the count of priorities.,The name reflects the calculation as it calculates the count of priorities based on their IDs.,There are no problematic abbreviations in the measure name.,1.6999999999999997,2.0,0.8499999999999999,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,undocumented,0.0,0.0,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,0.3
Account Planning,% Accounts w/ Active Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Active Plan"" )
    )
RETURN
    DIVIDE( Numerator, [# of Account Plans] )",,good,No,,No,,Yes,# of account plans,No,,"% Accounts w/ Active Plan -> Account Planning + VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Active Plan"" )
    )
RETURN
    DIVIDE( Numerator, [# of Account Plans] ) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",The measure name '% Accounts w/ Active Plan' is self-explanatory because it indicates that it calculates the percentage of accounts with an active plan.,The name reflects the calculation as it calculates the percentage of accounts with a plan status of 'Active Plan'.,There are no problematic abbreviations in the measure name.,1.6999999999999997,2.0,0.8499999999999999,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,4,GREEN,#00FF00,ratio_percentage,1.0,0.3,Formula follows Rule 4 complexity best practices,0.3
Account Planning,% Accounts w/ No Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""No Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans] )",,issue,No,,No,,Yes,# of account plans,No,,"% Accounts w/ No Plan -> Account Planning + VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""No Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans] ) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",The measure name '% Accounts w/ No Plan' is self-explanatory because it indicates that it calculates the percentage of accounts with no plan.,The name reflects the calculation as it calculates the percentage of accounts with a plan status of 'No Plan'.,There are no problematic abbreviations in the measure name.,1.4,2.0,0.7,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2,ORANGE,#FFA500,undocumented,0.0,0.0,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,0.3
Account Planning,% Accounts w/ Inactive Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",,issue,No,,No,,Yes,# of account plans,No,,"% Accounts w/ Inactive Plan -> Account Planning + VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status]  = ""Inactive Plan"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" ) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",The measure name '% Accounts w/ Inactive Plan' is self-explanatory because it indicates that it calculates the percentage of accounts with an inactive plan.,The name reflects the calculation as it calculates the percentage of accounts with a plan status of 'Inactive Plan'.,There are no problematic abbreviations in the measure name.,1.4,2.0,0.7,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2,ORANGE,#FFA500,undocumented,0.0,0.0,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,0.3
Account Planning,% Accounts w/ Plan Close to Inactive,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Plan Close to Inactive"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" )",,issue,No,,No,,Yes,# of account plans,No,,"% Accounts w/ Plan Close to Inactive -> Account Planning + VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Plan Close to Inactive"" )
    )
RETURN
    DIVIDE ( Numerator, [# of Account Plans],"""" ) | REFERENCES: # of Account Plans -> Account Planning + CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",The measure name '% Accounts w/ Plan Close to Inactive' is self-explanatory because it indicates that it calculates the percentage of accounts with a plan close to becoming inactive.,The name reflects the calculation as it calculates the percentage of accounts with a plan status of 'Plan Close to Inactive'.,There are no problematic abbreviations in the measure name.,1.4,2.0,0.7,0.2,0.2,0.2,0.2,0.0,0.3,0.2,0.2,0.4,0.4,0.4,0.4,2,ORANGE,#FFA500,undocumented,0.0,0.0,Rule 4: CRITICAL - High complexity measure needs restructuring and simplification; Rule 4: CRITICAL - Add clear business documentation and consider simplifying unclear calculation pattern,0.3
