Table Name,Issue_Severity,Measure Name,Measure Formula,Calculation Type,AI Analyzed,Have Same Measure Definition,Is Standard Measure,Self Explanatory Calculation Logic,Complexity Level,Meets Naming Convention Standards,Has Descriptions,Proper DAX References,Duplicate Measure Definition Score,Duplicate Measure Definition Max Score,Standard Library Measures Score,Standard Library Measures Max Score,Business Documentation Quality Score,Business Documentation Quality Max Score,Complexity Classification Score,Complexity Classification Max Score,Definition Based Naming Score,Definition Based Naming Max Score,Business Focused Naming Score,Business Focused Naming Max Score,DAX Reference Standards Score,DAX Reference Standards Max Score,Overall Score,Calculation Logic Score,Naming Score,Business Purpose,Standardized Calculation Logic Recommendations,Naming Conventions Recommendations
Account,Issue,Delta Joint Planning Addresses Needs,"IF(AVERAGE(Account[JointPlanningAddressesNeeds])=0,"""",AVERAGE(Account[delta_JointPlanningAddressesNeeds]))",Complex Calculation,Yes,No - The formula is unique and does not duplicate other measures in the dataset.,No - The measure does not align with standard business patterns like Total Sales or Gross Margin.,"No - The measure lacks a description and uses nested functions, making it harder to understand.","Medium - The formula uses nested functions (IF and AVERAGE), adding moderate complexity.",No - The name is unclear and does not directly reflect the calculation logic or business purpose.,"No - The measure lacks a description, which makes it difficult to understand its business context.",Yes - The formula uses fully qualified column references (Account[JointPlanningAddressesNeeds]).,0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.400,0.400,0.400,"Calculates the delta value for JointPlanningAddressesNeeds, considering a conditional logic.",Add a clear description to explain the business purpose of the measure. Simplify the formula if possible to reduce complexity.,"Rename the measure to better reflect its calculation logic and business purpose, avoiding ambiguity."
Account,Issue,Joint Planning Addresses Needs,AVERAGE(Account[JointPlanningAddressesNeeds]),Simple Aggregation,Yes,"Yes - The formula is identical to other measures using AVERAGE aggregation, such as 'Account.Continuous Relationship Building'. This could indicate redundancy unless the business purpose is distinct.",No - The measure does not align with predefined enterprise standards like Total Sales Value or Gross Margin. It appears to be ad-hoc.,"No - The calculation logic is simple but lacks a description, making it unclear how 'JointPlanningAddressesNeeds' contributes to business insights.","Low - The formula uses a single AVERAGE function, which is straightforward and appropriate for the business purpose.","Yes - The name is descriptive and reflects the calculation logic, though it could be improved for clarity (e.g., 'Average_Joint_Planning_Needs').","No - No description is provided, which limits understanding of the measure's business purpose.","Yes - The formula uses fully qualified column references, adhering to DAX standards.",0.100,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.300,0.400,0.300,0.400,0.200,0.200,0.600,0.400,0.800,Evaluates the average value of 'JointPlanningAddressesNeeds' for accounts.,Consider adding a description to explain the business purpose of 'JointPlanningAddressesNeeds'. Evaluate whether this measure duplicates others unnecessarily.,Refine the name to 'Average_Joint_Planning_Needs' for better clarity and alignment with naming standards.
Account,Critical,Delta Continuous Relationship Building,"IF(AVERAGE(Account[ContinuousRelationshipBuilding])=0,"""",AVERAGE(Account[delta_ContinuousRelationshipBuilding]))",Complex Calculation,Yes,"No - The formula is unique due to the conditional logic and nested functions, though its business purpose is unclear.",No - The measure does not align with enterprise standards and appears to be highly specific to a niche use case.,"No - The formula is unnecessarily complex with nested functions and lacks a description, making it difficult to understand its business purpose.","High - The formula uses conditional logic and multiple nested functions, which increases complexity without clear justification.",No - The name is cryptic and does not clearly reflect the calculation logic or business purpose.,"No - No description is provided, which severely limits understanding of the measure's intent.","Yes - The formula uses fully qualified column references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.200,0.200,0.200,"Attempts to calculate a delta value for 'ContinuousRelationshipBuilding', but the purpose is unclear.",Simplify the formula and provide a description to clarify its business purpose. Evaluate whether the measure is necessary or can be replaced with a standard measure.,"Rename the measure to something more descriptive, such as 'Delta_Average_Continuous_Relationship_Building'."
Account,Issue,Continuous Relationship Building,AVERAGE(Account[ContinuousRelationshipBuilding]),Simple Aggregation,Yes,"Yes - The formula is identical to 'Account.Joint Planning Addresses Needs', indicating potential redundancy unless the business purpose is distinct.",No - The measure does not align with predefined enterprise standards like Total Sales Value or Gross Margin. It appears to be ad-hoc.,"No - The calculation logic is simple but lacks a description, making it unclear how 'ContinuousRelationshipBuilding' contributes to business insights.","Low - The formula uses a single AVERAGE function, which is straightforward and appropriate for the business purpose.","Yes - The name is descriptive and reflects the calculation logic, though it could be improved for clarity (e.g., 'Average_Continuous_Relationship_Building').","No - No description is provided, which limits understanding of the measure's business purpose.","Yes - The formula uses fully qualified column references, adhering to DAX standards.",0.100,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.300,0.400,0.300,0.400,0.200,0.200,0.600,0.400,0.800,Evaluates the average value of 'ContinuousRelationshipBuilding' for accounts.,Consider adding a description to explain the business purpose of 'ContinuousRelationshipBuilding'. Evaluate whether this measure duplicates others unnecessarily.,Refine the name to 'Average_Continuous_Relationship_Building' for better clarity and alignment with naming standards.
Account,Warning,% of Accounts with sep,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[issep]=""yes""))

RETURN DIVIDE(num,den)",Ratio Percentage,Yes,"Yes - The measure formula is identical to other measures except for the filter condition, which changes based on the column being evaluated.",No - This measure is specific to the business context and does not align with predefined enterprise-standard measures like Total Sales or Gross Margin.,No - The calculation logic is not immediately clear without a description explaining the purpose of 'sep' and its business relevance.,"Low - The measure uses basic DAX functions (DIVIDE, CALCULATE, KEEPFILTERS) and is straightforward in its logic.",No - The name does not clearly describe the business purpose or calculation logic. 'sep' is cryptic and should be replaced with a more descriptive term.,"No - The measure lacks a description, making it difficult for business users to understand its purpose.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.000,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.350,0.300,0.400,Calculate the percentage of accounts with a specific status ('sep').,Provide a description explaining the business purpose of 'sep' and its relevance to the measure. Ensure the measure serves a unique business purpose to avoid redundancy.,"Rename the measure to something more descriptive, such as 'Percentage_of_Accounts_with_SEP_Status', to improve clarity and alignment with business terminology."
Account,Warning,% of Accounts with ACSP,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isacsp]=""yes""))

RETURN DIVIDE(num,den)",Ratio Percentage,Yes,"Yes - The measure formula is identical to other measures except for the filter condition, which changes based on the column being evaluated.",No - This measure is specific to the business context and does not align with predefined enterprise-standard measures like Total Sales or Gross Margin.,No - The calculation logic is not immediately clear without a description explaining the purpose of 'ACSP' and its business relevance.,"Low - The measure uses basic DAX functions (DIVIDE, CALCULATE, KEEPFILTERS) and is straightforward in its logic.",No - The name does not clearly describe the business purpose or calculation logic. 'ACSP' is cryptic and should be replaced with a more descriptive term.,"No - The measure lacks a description, making it difficult for business users to understand its purpose.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.000,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.350,0.300,0.400,Calculate the percentage of accounts with a specific status ('ACSP').,Provide a description explaining the business purpose of 'ACSP' and its relevance to the measure. Ensure the measure serves a unique business purpose to avoid redundancy.,"Rename the measure to something more descriptive, such as 'Percentage_of_Accounts_with_ACSP_Status', to improve clarity and alignment with business terminology."
Account,Warning,% of Accounts with APT,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[isapt]=""yes""))

RETURN DIVIDE(num,den)",Ratio Percentage,Yes,"Yes - The measure formula is identical to other measures except for the filter condition, which changes based on the column being evaluated.",No - This measure is specific to the business context and does not align with predefined enterprise-standard measures like Total Sales or Gross Margin.,No - The calculation logic is not immediately clear without a description explaining the purpose of 'APT' and its business relevance.,"Low - The measure uses basic DAX functions (DIVIDE, CALCULATE, KEEPFILTERS) and is straightforward in its logic.",No - The name does not clearly describe the business purpose or calculation logic. 'APT' is cryptic and should be replaced with a more descriptive term.,"No - The measure lacks a description, making it difficult for business users to understand its purpose.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.000,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.200,0.400,0.000,0.400,0.200,0.200,0.350,0.300,0.400,Calculate the percentage of accounts with a specific status ('APT').,Provide a description explaining the business purpose of 'APT' and its relevance to the measure. Ensure the measure serves a unique business purpose to avoid redundancy.,"Rename the measure to something more descriptive, such as 'Percentage_of_Accounts_with_APT_Status', to improve clarity and alignment with business terminology."
Account,Warning,% of Accounts with CSAA,"var den=[TPID Count]
var num=CALCULATE([TPID Count],keepfilters(Account[iscsaa]=""yes""))

RETURN DIVIDE(num,den)",Ratio Percentage,Yes,No - The measure uses a unique calculation logic involving a filtered count divided by a total count.,No - This measure is specific to the business context of CSAA accounts and does not align with standard enterprise measures like Total Sales or Gross Margin.,Yes - The calculation logic is straightforward and uses clear DAX functions like CALCULATE and DIVIDE.,"Medium - The measure involves filtering and division, which adds moderate complexity but is appropriate for the business purpose.","Yes - The name clearly reflects the calculation and business purpose, avoiding abbreviations or cryptic labels.","No - The measure lacks a description, which reduces its clarity for business users.","Yes - The measure uses fully qualified column references and unqualified measure references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.750,0.500,1.000,Calculate the percentage of accounts with CSAA for business insights.,Consider adding a description to explain the business logic behind the measure for better accessibility.,No changes needed as the naming convention is clear and descriptive.
Calendar,Critical,Last Refresh Icon,"""🕘""",Undocumented,Yes,No - The measure uses a unique static value ('🕘') and does not duplicate other measures.,No - This measure does not align with standard enterprise measures and serves a cosmetic purpose.,No - The measure lacks calculation logic and does not provide meaningful business insights.,Low - The measure is a simple static value with no complexity.,No - The name does not clearly reflect the measure's purpose or calculation.,"No - The measure lacks a description, making its purpose unclear.","Yes - The measure does not involve column or measure references, but the syntax is correct.",0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.200,0.200,0.200,Provide a static icon for cosmetic purposes.,Consider removing or repurposing this measure to provide meaningful business insights.,Rename the measure to better reflect its purpose or remove it if unnecessary.
Calendar,Critical,Information Icon,"""i""",Undocumented,Yes,No - The measure uses a unique static value ('i') and does not duplicate other measures.,No - This measure does not align with standard enterprise measures and serves a cosmetic purpose.,No - The measure lacks calculation logic and does not provide meaningful business insights.,Low - The measure is a simple static value with no complexity.,No - The name does not clearly reflect the measure's purpose or calculation.,"No - The measure lacks a description, making its purpose unclear.","Yes - The measure does not involve column or measure references, but the syntax is correct.",0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.200,0.200,0.200,0.200,0.200,Provide a static icon for cosmetic purposes.,Consider removing or repurposing this measure to provide meaningful business insights.,Rename the measure to better reflect its purpose or remove it if unnecessary.
Calendar,Critical,Filters Applied Icon,"""🗸""",Undocumented,Yes,No - The measure is unique but does not provide meaningful business value.,No - This measure does not align with standard business patterns or enterprise measurement standards.,No - The measure's formula is unclear and does not provide any calculation logic.,"Low - The formula is extremely simple, but it lacks meaningful complexity or business relevance.",No - The name does not clearly reflect the measure's purpose or calculation logic.,"No - No description is provided, making it difficult to understand the measure's purpose.","No - The formula does not use any DAX references, as it is a static value.",0.200,0.200,0.000,0.300,0.000,0.200,0.000,0.300,0.000,0.400,0.000,0.400,0.000,0.200,0.100,0.200,0.000,The measure does not provide any clear business insight or calculation.,Replace this measure with a meaningful calculation or remove it entirely if it serves no business purpose.,"Rename the measure to reflect its intended purpose or calculation logic, if applicable."
Account Planning,Warning,# of Priorities w/ Pipeline,"CALCULATE([# of Priorities] 
,KEEPFILTERS('Account Planning'[Attached To Opportunity] = ""Yes"")
,KEEPFILTERS('Opportunity'[ParentingLevel Oppties]=""TopParentOppties""))",Calculated Measure,Yes,No - The measure has a unique calculation logic and serves a distinct business purpose.,Yes - The measure aligns with enterprise standards for tracking priorities with pipeline.,Yes - The calculation logic is clear and uses business-focused filters.,"Medium - The measure uses multiple filters and nested functions, but the complexity is appropriate for its business purpose.",Yes - The name clearly reflects the measure's calculation and business purpose.,"No - No description is provided, which limits understanding for business users.",Yes - The formula uses proper DAX references with fully qualified column names.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Tracks the number of priorities with pipeline, providing insights into opportunity management.",Ensure the measure is documented with a clear description to improve business user accessibility.,No changes needed; the naming convention is appropriate.
Account Planning,Good,% of Priorities w/ Pipeline,"CALCULATE(DIVIDE([# of Priorities w/ Pipeline],[# of Priorities]),KEEPFILTERS(Opportunity[ParentingLevel Oppties]=""TopParentOppties""))",Ratio Percentage,Yes,No - The measure has a unique calculation logic and serves a distinct business purpose.,Yes - The measure aligns with enterprise standards for calculating percentages related to pipeline priorities.,Yes - The calculation logic is clear and uses business-focused filters.,"Medium - The measure uses nested functions and filters, but the complexity is appropriate for its business purpose.",Yes - The name clearly reflects the measure's calculation and business purpose.,"No - No description is provided, which limits understanding for business users.",Yes - The formula uses proper DAX references with fully qualified column names.,0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of priorities with pipeline, providing insights into opportunity management.",Ensure the measure is documented with a clear description to improve business user accessibility.,No changes needed; the naming convention is appropriate.
Account Planning,Warning,# of Account Plans,"CALCULATE (SUMX (VALUES ( 'Account'[AccountPlanID] ),1),Account[Account Plan Attached] = ""Yes"")",Simple Aggregation,Yes,No - The formula is unique and calculates the count of account plans attached with a specific condition.,No - The measure is specific to account planning and does not align with standard enterprise measures like Total Sales or Gross Margin.,"No - The calculation logic is not immediately clear without a description, especially due to the use of CALCULATE and SUMX.","Medium - The measure uses nested functions (CALCULATE and SUMX) and a filter condition, which adds moderate complexity.",Yes - The name clearly reflects the calculation purpose and avoids abbreviations.,"No - The measure lacks a description, making it harder for business users to understand its purpose.","Yes - The formula uses fully qualified column references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.200,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.700,0.400,1.000,Counts the number of account plans attached with a specific condition.,Add a description to explain the business purpose of the measure. Consider simplifying the logic if possible to improve readability.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Issue,# of Priorities,"SUMX( VALUES( 'Account Planning'[AccountPlanPriorityID] ), 1 )
 ",Simple Aggregation,Yes,"No - The formula is unique and calculates the count of priorities, but it lacks a clear business purpose.",No - The measure does not align with standard enterprise measures and seems ad-hoc.,No - The calculation logic is not self-explanatory and lacks a description to clarify its purpose.,"Low - The measure uses SUMX with a simple aggregation, making it relatively straightforward.","Yes - The name is clear and descriptive, avoiding abbreviations.","No - The measure lacks a description, making its purpose unclear.","Yes - The formula uses fully qualified column references, adhering to DAX standards.",0.200,0.200,0.000,0.300,0.000,0.200,0.100,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.650,0.300,1.000,Counts the number of priorities associated with account plans.,Add a description to explain the business purpose of the measure. Consider aligning the measure with enterprise standards if possible.,No changes needed as the naming convention is clear and descriptive.
Account Planning,Good,% Accounts w/ Active Plan,"VAR Numerator =
    CALCULATE (
        [# of Account Plans],
        KEEPFILTERS ( 'Account'[Plan Status] = ""Active Plan"" )
    )
RETURN
    DIVIDE( Numerator, [# of Account Plans] )",Ratio Percentage,Yes,No - The formula is unique and calculates a percentage based on active account plans.,Yes - The measure aligns with enterprise standards as it provides a key business insight (percentage of accounts with active plans).,Yes - The calculation logic is clear and uses descriptive variable names to explain the purpose.,"Medium - The measure uses VAR, CALCULATE, KEEPFILTERS, and DIVIDE, which adds moderate complexity but is appropriate for the business purpose.","Yes - The name is clear, descriptive, and avoids abbreviations.","No - The measure lacks a description, which would further enhance its clarity for business users.","Yes - The formula uses proper DAX references, adhering to standards.",0.200,0.200,0.300,0.300,0.000,0.200,0.300,0.300,0.400,0.400,0.400,0.400,0.200,0.200,0.900,0.800,1.000,"Calculates the percentage of accounts with active plans, providing a key business insight.",Add a description to explain the business purpose of the measure. No changes needed for calculation logic as it is clear and appropriate.,No changes needed as the naming convention is clear and descriptive.
